gene	peak	beta	se	z	p	boot_basic_p
ENSMUSG00000027881	chr3-108385997-108386757	0.0378054930669019	0.0250056425435011	1.51187848907036	0.130564777269437	NA
ENSMUSG00000025815	chr2-6349091-6350524	-0.0551547544398763	0.054001164640394	-1.02136231333462	0.307082813591138	NA
ENSMUSG00000085247	chr2-134779625-134780872	0.00593597802030439	0.0447018117078357	0.132790546814994	0.894359030697602	NA
ENSMUSG00000027247	chr2-91443756-91445269	-0.0196367558482861	0.0418806118655995	-0.46887461700185	0.639159260685819	NA
ENSMUSG00000026810	chr2-32837947-32839846	0.107333431669158	0.0347061426393906	3.09263500655751	0.00198387971807628	NA
ENSMUSG00000027655	chr2-158916875-158917791	0.00437252538034902	0.0485525075822024	0.0900576633028904	0.928241392247732	NA
ENSMUSG00000027573	chr2-180734537-180736103	0.00222256754396403	0.051380117406006	0.0432573465412951	0.965496391902737	NA
ENSMUSG00000038298	chr3-96620921-96621927	-0.136664141263625	0.0904590258883635	-1.51078502030614	0.130843232459704	NA
ENSMUSG00000058407	chr1-38428656-38429924	0.0284087705217541	0.0279692895737673	1.01571298215594	0.309766084100621	NA
ENSMUSG00000049086	chr2-25564788-25566227	0.104254417127502	0.0320461883534591	3.25325483260627	0.00114091129939444	NA
ENSMUSG00000009563	chr2-32852095-32852771	-0.0563202591680926	0.0586401334109136	-0.960438796641803	0.336834420064764	NA
ENSMUSG00000026470	chr1-155218018-155218521	0.0988008404801192	0.0314341596615889	3.14310423894835	0.00167166298332926	NA
ENSMUSG00000026447	chr1-133199154-133200752	0.328594116426813	0.0588273748267127	5.58573482829635	2.32714094927426e-08	NA
ENSMUSG00000026817	chr2-32307009-32308713	0.104113288125297	0.0405087911937459	2.5701405807777	0.010165725284075	NA
ENSMUSG00000062647	chr2-26646616-26647682	0.140710949564132	0.020557528994761	6.84474041602915	7.6614668873455e-12	NA
ENSMUSG00000027953	chr3-89340413-89341366	-0.00749362955447515	0.0472803514150453	-0.158493524904102	0.874067922554624	NA
ENSMUSG00000028096	chr3-96312084-96313328	0.055881289534824	0.0402448464198236	1.38853280621039	0.164974862226396	NA
ENSMUSG00000039050	chr2-180224836-180226237	0.0980755280385286	0.0466916389564506	2.10049444034303	0.035685369171744	NA
ENSMUSG00000039205	chr2-32167172-32168348	0.133045563386091	0.0471424740082077	2.82220155359108	0.00476951915030826	NA
ENSMUSG00000090100	chr2-121139372-121141296	-0.0223639268614681	0.0165150503522346	-1.35415432496348	0.175687147543764	NA
ENSMUSG00000038608	chr1-80963703-80964983	0.904072064841107	0.0162233586473767	55.7265659036203	0	NA
ENSMUSG00000026857	chr2-30495150-30496759	0.0693980440987335	0.0363195607390895	1.91076220875223	0.0560351462918703	NA
ENSMUSG00000062908	chr3-153524852-153526960	0.0927723038132311	0.0551021914940062	1.68364090969635	0.0922510874798333	NA
ENSMUSG00000027199	chr2-121955438-121957093	0.122604469658839	0.0429435850511339	2.85501244278629	0.00430351428543066	NA
ENSMUSG00000025958	chr1-64341151-64342263	-0.0356559102072029	0.0212643289968618	-1.67679451406461	0.0935826708752438	NA
ENSMUSG00000027598	chr2-154549216-154550097	-0.0209766061783306	0.0230670151025282	-0.909376704575509	0.363151314102491	NA
ENSMUSG00000040506	chr2-91695263-91696606	0.0230320657042612	0.013813496482236	1.66735958081867	0.0954429258947445	NA
ENSMUSG00000042548	chr2-152804359-152805779	-0.00588471334072841	0.0250837214819933	-0.234602881592065	0.814516972781649	NA
ENSMUSG00000041263	chr3-89202568-89203641	0.014689077855396	0.0382323759594029	0.384205205321104	0.700826360565308	NA
ENSMUSG00000049044	chr2-71918517-71920065	0.00431834178902255	0.0121294136891372	0.356022302453907	0.721823863098753	NA
ENSMUSG00000026667	chr1-170489343-170490585	-0.0395028560187845	0.0345966563028963	-1.1418113841099	0.253532429328526	NA
ENSMUSG00000002550	chr2-31741736-31742984	-0.00902239473614066	0.0938122130974938	-0.0961750548061816	0.923381542340468	NA
ENSMUSG00000027998	chr3-82636314-82637436	0.0729630809659956	0.0728723430607873	1.0012451624498	0.316708297301128	NA
ENSMUSG00000052544	chr3-153904173-153906514	0.0302164039403078	0.0129849374783331	2.32703499656641	0.0199634026862959	NA
ENSMUSG00000026353	chr1-128003662-128005163	0.0078020728551788	0.0196595326897045	0.396859527554522	0.691471050873981	NA
ENSMUSG00000041684	chr1-43862214-43863291	0.0816326183389018	0.0452276147087441	1.80492866724451	0.0710858451604859	NA
ENSMUSG00000033396	chr2-121716730-121717616	-0.000420712380067805	0.0496258955277506	-0.00847767834904954	0.993235872358075	NA
ENSMUSG00000027993	chr3-84189914-84192016	0.0684052670239403	0.0111142692494879	6.15472465966149	7.52080424256348e-10	NA
ENSMUSG00000049339	chr1-75235969-75237464	0.123976046149356	0.0308911376206714	4.01332083239286	5.98704498733088e-05	NA
ENSMUSG00000034701	chr2-79453881-79455922	0.387825460904849	0.0315244574037682	12.3023675217481	8.79576468455185e-35	NA
ENSMUSG00000004127	chr3-138083136-138084191	-0.0849129479753935	0.0650112507121891	-1.30612697102708	0.191509382354271	NA
ENSMUSG00000036352	chr2-25460077-25461711	0.0508844188134736	0.0292411591010576	1.74016421981143	0.0818301863688258	NA
ENSMUSG00000042766	chr3-89521573-89523229	0.0712272936163702	0.0226884244744457	3.13936711192065	0.00169313188478156	NA
ENSMUSG00000026856	chr2-30399272-30400453	0.253735060959959	0.0848102485043231	2.9917971640777	0.00277340467805905	NA
ENSMUSG00000005510	chr2-90884895-90886875	0.0758300874114725	0.0217051284393107	3.49364840772537	0.000476468072196786	NA
ENSMUSG00000092201	chr2-113848008-113849824	-0.00164215617939626	0.0603753553069724	-0.0271991141260681	0.978300922270939	NA
ENSMUSG00000042572	chr3-89729952-89731508	0.0831739907371396	0.042248659080994	1.96867764673166	0.0489901197916629	NA
ENSMUSG00000039686	chr2-29528961-29529867	0.0728386668387714	0.0297000753171494	2.45247414563669	0.0141877574715588	NA
ENSMUSG00000057182	chr2-65125623-65127063	0.31585229097939	0.0191878803342087	16.4610308943964	6.98997781612983e-61	NA
ENSMUSG00000032966	chr2-151631313-151632846	0.0682257480189452	0.00995863594557317	6.85091295553113	7.33801583373279e-12	NA
ENSMUSG00000035513	chr2-28699246-28700747	0.0241207557059765	0.0224635378785766	1.07377367876591	0.282924129672575	NA
ENSMUSG00000033981	chr3-80211142-80212016	-0.011994217823917	0.00436342820572217	-2.74880604387804	0.00598127678190616	NA
ENSMUSG00000039483	chr2-30657663-30659697	0.0341180734372329	0.0473507523387169	0.720539204808703	0.471193070249996	NA
ENSMUSG00000042111	chr1-34738185-34739993	0.308705271936733	0.0679325232797708	4.5442927339144	5.5120012885996e-06	NA
ENSMUSG00000062908	chr3-153681864-153682909	-0.0603017755897745	0.0676444136655162	-0.891452410068196	0.372686511621295	NA
ENSMUSG00000026270	chr1-93114683-93115776	0.171222073074528	0.0403942668141249	4.2387716519874	2.24746114451785e-05	NA
ENSMUSG00000016526	chr1-131095535-131096207	0.127978696583692	0.0507582123819678	2.52133971189965	0.0116908924926013	NA
ENSMUSG00000037818	chr3-40893423-40894805	0.0279260393117158	0.0145086449872119	1.92478617654027	0.0542561140807472	NA
ENSMUSG00000041642	chr1-135964226-135965418	-0.249264765707615	0.0588392504084777	-4.23636881804498	2.27163535284848e-05	NA
ENSMUSG00000059743	chr3-89233112-89235393	0.164686154977372	0.0428787533819431	3.84074027317043	0.000122663844202785	NA
ENSMUSG00000085397	chr2-32316750-32318722	0.172759335531682	0.0700558813425193	2.46602187026986	0.0136622992122088	NA
ENSMUSG00000019699	chr1-177545043-177545960	0.021376968465497	0.0102412652840984	2.08733665933729	0.0368577132047168	NA
ENSMUSG00000026851	chr2-30440662-30442775	0.080278268364964	0.0260851802207089	3.07754317530962	0.00208714601201289	NA
ENSMUSG00000028104	chr3-96180618-96182914	0.0757593844996394	0.0302454153333366	2.50482209170185	0.0122513000188526	NA
ENSMUSG00000085953	chr3-31220867-31221983	0.206935001002957	0.0754371757620107	2.74314353516886	0.00608540790674688	NA
ENSMUSG00000037470	chr1-36530517-36532549	-0.0088107576687274	0.0291402836622268	-0.302356619820705	0.762380220393893	NA
ENSMUSG00000027581	chr2-181186321-181188203	0.0295845216050852	0.00797419782378066	3.71003106003442	0.000207233821196426	NA
ENSMUSG00000039262	chr2-32536286-32537304	0.0982541193069023	0.0236377578097981	4.15665987009034	3.22934217799204e-05	NA
ENSMUSG00000026411	chr1-135540225-135540891	0.0637619435874132	0.0431976650699772	1.47605069589116	0.139930283275554	NA
ENSMUSG00000006476	chr2-25278932-25279729	0.121410964435528	0.0306451303165121	3.96183547537763	7.43757859296321e-05	NA
ENSMUSG00000041757	chr1-133311376-133312414	0.035421677488205	0.0237529806899618	1.49125189594308	0.135895373244637	NA
ENSMUSG00000026234	chr1-86017979-86019271	0.0179070220275495	0.0203736017875897	0.87893256255049	0.379437841816167	NA
ENSMUSG00000106093	chr3-105435919-105437044	0.150725377265438	0.062588905591634	2.40818042495993	0.0160322556096741	NA
ENSMUSG00000039725	chr2-164910502-164912646	0.172881918003746	0.0519523662492666	3.32770055504808	0.000875659342575017	NA
ENSMUSG00000026771	chr2-23051392-23053034	-0.0254513209302398	0.0234557139284885	-1.08507978089413	0.277886321577128	NA
ENSMUSG00000027395	chr2-129257525-129259500	-0.084933906501159	0.0833743771190077	-1.01870513982881	0.308342971734407	NA
ENSMUSG00000078201	chr2-24949195-24950580	0.158516359344767	0.0571607438549365	2.77316823845142	0.005551341266196	NA
ENSMUSG00000084799	chr1-63445042-63446946	-0.0202135172067836	0.030345972898057	-0.666102130740314	0.505345822706862	NA
ENSMUSG00000039648	chr2-30502939-30505036	-0.0430987004141674	0.0578144872592861	-0.745465409402985	0.455990414682546	NA
ENSMUSG00000028176	chr3-158339953-158341761	0.0150855950696453	0.00609349831215203	2.47568708430766	0.013298007071109	NA
ENSMUSG00000057329	chr1-107005037-107005825	0.0277000123373777	0.0533147486628809	0.519556277241971	0.603372878883973	NA
ENSMUSG00000060771	chr1-37638664-37639751	0.0177122089111773	0.0196307719286322	0.902267571319667	0.366914747686846	NA
ENSMUSG00000027808	chr3-57998087-57999584	0.0715703443367864	0.0432693187224191	1.6540668180131	0.0981139371870064	NA
ENSMUSG00000087679	chr2-25706226-25707514	0.0614444362357177	0.058166097126022	1.0563616826928	0.290803004935358	NA
ENSMUSG00000080727	chr3-95280768-95283802	0.0459537166492789	0.030451497445546	1.50907904386161	0.131278584221595	NA
ENSMUSG00000050199	chr2-109903998-109904718	-0.0197429485325301	0.0363098029174872	-0.543736042230669	0.586623126444453	NA
ENSMUSG00000026553	chr1-172271075-172272511	0.0836087294114925	0.0306437485361877	2.72841063529671	0.00636403310986216	NA
ENSMUSG00000026131	chr1-33946586-33948155	0.0357414837608626	0.00954414615968641	3.74485922185804	0.000180494955653265	NA
ENSMUSG00000039804	chr2-164822489-164823583	0.0292178077578331	0.0161700545195155	1.80690842585413	0.0707765585712883	NA
ENSMUSG00000102014	chr1-127788807-127789619	0.068762851808424	0.0933116262436215	0.736916229805013	0.46117329363582	NA
ENSMUSG00000045968	chr1-153846469-153847345	0.0502318334929715	0.0573447210761396	0.875962643994311	0.38105034209858	NA
ENSMUSG00000026667	chr1-169747033-169748907	-0.0451099530858992	0.0269426126970675	-1.67429764860217	0.0940721164109767	NA
ENSMUSG00000038806	chr1-180725307-180726709	0.0732572453902306	0.036986456311929	1.9806505595564	0.0476304747891741	NA
ENSMUSG00000074923	chr2-118545292-118546184	-0.0105454577458018	0.0431540386031915	-0.244367806285039	0.806945972929887	NA
ENSMUSG00000032046	chr2-150903560-150905205	-0.00829718669639407	0.0139568794066928	-0.594487238487947	0.552186275206434	NA
ENSMUSG00000026201	chr1-74859411-74860147	0.139559018355725	0.0621645624509953	2.24499317381572	0.024768570785823	NA
ENSMUSG00000102758	chr3-25678973-25680012	-0.0364939864600064	0.0199203660301537	-1.83199376983159	0.0669523488232347	NA
ENSMUSG00000036086	chr1-128443850-128444761	-0.074953916984031	0.051887524721824	-1.44454601343712	0.148585446261731	NA
ENSMUSG00000026171	chr1-74661024-74662741	0.0420279185386172	0.0218333072674746	1.92494513193733	0.0542362228613506	NA
ENSMUSG00000034349	chr3-68589006-68589752	0.0785211535449733	0.0769863759014061	1.01993570453989	0.307758954761282	NA
ENSMUSG00000038628	chr2-181457939-181460673	0.025611325520859	0.0333470037405594	0.768024789276897	0.442472457662291	NA
ENSMUSG00000039103	chr3-152432839-152435075	-0.0145380134979193	0.088889171688239	-0.163552131511681	0.870083730661326	NA
ENSMUSG00000040596	chr1-165763262-165764716	0.0860513130541987	0.0503718253671566	1.70832230968358	0.0875765539233543	NA
ENSMUSG00000027583	chr2-180963904-180964408	-0.0287875436244981	0.0449032229728539	-0.64110194588708	0.521456450040966	NA
ENSMUSG00000005779	chr3-94403814-94405298	0.0785583888508697	0.0350299350182215	2.24260732456414	0.0249221475056216	NA
ENSMUSG00000026275	chr1-93753796-93755454	0.0182673789761604	0.0224377190889427	0.814137074439199	0.415566428953408	NA
ENSMUSG00000028059	chr3-88435262-88437355	0.138923926047541	0.0231402514311305	6.00356164931927	1.93035422351437e-09	NA
ENSMUSG00000026494	chr1-178405347-178406919	0.291118059781651	0.0197851946075284	14.7139346140613	5.24660149252279e-49	NA
ENSMUSG00000050211	chr2-119741608-119743713	0.244887517510297	0.0395822528416463	6.18680090014077	6.13974301792998e-10	NA
ENSMUSG00000026797	chr2-32360605-32362052	0.0613269367548365	0.0129762564082404	4.72608854398804	2.28885875658458e-06	NA
ENSMUSG00000026812	chr2-28377466-28378752	-0.00591901223798742	0.0268489631497743	-0.220455896377405	0.825516116994811	NA
ENSMUSG00000085741	chr2-156765683-156767663	0.054367226255322	0.0333864964473323	1.62841963190379	0.103435937678225	NA
ENSMUSG00000048058	chr2-101919828-101921247	0.0443295766670597	0.0504895902032236	0.877994384359836	0.379946766227652	NA
ENSMUSG00000002227	chr3-104671396-104672267	-0.122738167432434	0.0569149996173702	-2.15651705626956	0.0310433133972952	NA
ENSMUSG00000073656	chr1-66279333-66281299	-0.163242052545724	0.0834226102248081	-1.95680825744744	0.0503700158823735	NA
ENSMUSG00000058135	chr3-108327065-108328994	0.112257471970607	0.0478006310455661	2.34845167344333	0.0188516453617196	NA
ENSMUSG00000104245	chr1-187118621-187119918	0.00132679247195562	0.0781046686701808	0.0169873644501122	0.986446696027058	NA
ENSMUSG00000028060	chr3-88531246-88532308	0.0678523006368849	0.021151712318966	3.20788688942428	0.00133714076314532	NA
ENSMUSG00000025968	chr1-62831682-62832966	0.071993201493586	0.0257249804067036	2.79857167451235	0.00513291761154552	NA
ENSMUSG00000027227	chr2-122163422-122164804	0.048762317007215	0.107293266210191	0.454476955820211	0.649485574335203	NA
ENSMUSG00000086638	chr2-156490031-156490987	-0.0375149400667661	0.0866605971973027	-0.432895009728063	0.665091045538143	NA
ENSMUSG00000027583	chr2-181570879-181572556	-0.063490230069303	0.0396135676866058	-1.60273951014946	0.108992176630555	NA
ENSMUSG00000026627	chr1-191352339-191353593	0.107908890526521	0.0906279295950812	1.19068030141094	0.233779113924789	NA
ENSMUSG00000026411	chr1-136259617-136261455	0.0175956466954634	0.0313809944426121	0.560710296406999	0.574995046885698	NA
ENSMUSG00000070738	chr1-87509007-87511184	0.0443080790098382	0.0162339404650145	2.72934837387914	0.00634596247167141	NA
ENSMUSG00000069020	chr2-29603801-29606749	0.0928380345115326	0.0586012143394547	1.58423397122382	0.113140485300769	NA
ENSMUSG00000005881	chr2-155628923-155629813	0.099367350701743	0.0372336468649371	2.66875149410404	0.00761337568358111	NA
ENSMUSG00000033526	chr2-120849558-120851180	0.023585061646201	0.0179976453278536	1.31045262958372	0.190042759327125	NA
ENSMUSG00000001416	chr3-88509407-88510637	0.0537186263883459	0.0237044171174828	2.26618634502202	0.0234399763355073	NA
ENSMUSG00000027199	chr2-122068205-122069077	-0.107906358451631	0.0796337720145758	-1.35503261646177	0.175407165497709	NA
ENSMUSG00000020423	chr1-134335406-134336190	-0.00938913734347615	0.0392707060331536	-0.239087561490479	0.811037686614932	NA
ENSMUSG00000028107	chr3-95855304-95856451	-0.0266625892039218	0.0417143403458515	-0.639170821901142	0.522711811404472	NA
ENSMUSG00000026833	chr2-28209703-28210341	0.282952065803524	0.0104563799349266	27.0602318932963	2.89477490972168e-161	NA
ENSMUSG00000085439	chr2-71749372-71751702	0.13580645358502	0.0361877888781871	3.75282540865269	0.000174852637372865	NA
ENSMUSG00000026812	chr2-28582493-28583677	0.0366222437540577	0.0192470683505475	1.90274399649108	0.0570739580271294	NA
ENSMUSG00000027198	chr2-93821635-93822973	-0.0178453920894565	0.0226662657708881	-0.787310634660283	0.431100045758248	NA
ENSMUSG00000103435	chr1-176994647-176995392	-0.0177803399109134	0.0583573469884014	-0.304680401500214	0.760609577685411	NA
ENSMUSG00000045503	chr2-164456823-164457401	0.133726284064594	0.0325483789131766	4.10853899732799	3.98169977775282e-05	NA
ENSMUSG00000026260	chr1-92250387-92252533	0.0493913410645391	0.0240002072599868	2.0579547722025	0.0395944751833034	NA
ENSMUSG00000102548	chr1-167283566-167285616	-0.10159965646713	0.0551126749660053	-1.84348984203359	0.0652575234770992	NA
ENSMUSG00000089917	chr2-180925119-180925586	0.0641799202061232	0.0732542941388797	0.876125023939856	0.380962070255427	NA
ENSMUSG00000085439	chr2-72220596-72222269	-0.0426847230403804	0.0414675808553773	-1.02935165639992	0.303314457532973	NA
ENSMUSG00000033705	chr2-120770137-120771257	-0.0607771486783204	0.0465902672030138	-1.3045031146417	0.192062098255396	NA
ENSMUSG00000027598	chr2-155132931-155134443	0.0110401730087679	0.0142819091235803	0.773018012734721	0.43951172045066	NA
ENSMUSG00000036949	chr2-14295150-14295870	-0.173016944831954	0.085682967813017	-2.01926881442206	0.0434592873651466	NA
ENSMUSG00000087549	chr2-31802846-31803949	0.0349743917326009	0.100686756678522	0.347358410245244	0.728322074185069	NA
ENSMUSG00000068923	chr3-88501739-88503821	0.064213367016482	0.0102744285091546	6.2498237210242	4.10916202122388e-10	NA
ENSMUSG00000014601	chr3-107112729-107114795	-0.0496890322176781	0.0419339583338728	-1.1849354125375	0.236042984580359	NA
ENSMUSG00000027177	chr2-104027350-104028941	0.00697706989555297	0.0221550428820618	0.314920171118336	0.752822265937267	NA
ENSMUSG00000062908	chr3-153509027-153510398	0.276019412461108	0.0655698713621708	4.20954634692713	2.55883950474834e-05	NA
ENSMUSG00000103649	chr1-180420626-180422889	0.0627605768207577	0.0586329725327395	1.07039732269609	0.284440503886858	NA
ENSMUSG00000063019	chr2-157348998-157350169	0.0497500052317692	0.0370943821569279	1.34117357774829	0.179864102873173	NA
ENSMUSG00000104245	chr1-187131644-187132871	-0.0645980209529937	0.110781001893432	-0.58311461215286	0.559816147677637	NA
ENSMUSG00000040896	chr3-105546280-105547370	0.153902432600898	0.0117844321417043	13.059808970875	5.5867798463303e-39	NA
ENSMUSG00000027598	chr2-155073622-155075357	0.0237751390055706	0.0138941572380746	1.71116092888447	0.0870514090851944	NA
ENSMUSG00000033059	chr2-150660441-150661645	-0.0215555119819065	0.0293680243737444	-0.733978959823308	0.462961561490244	NA
ENSMUSG00000036591	chr2-20959954-20960996	0.055825114928707	0.0164937463618527	3.38462309920209	0.000712760507749203	NA
ENSMUSG00000027620	chr2-156379492-156380638	0.0291943553759812	0.00836735493595154	3.48907816143229	0.000484689401971485	NA
ENSMUSG00000027651	chr2-157479963-157480883	-0.0050536282389692	0.0332403828738106	-0.152032792707416	0.879161071437618	NA
ENSMUSG00000073236	chr2-152693082-152693914	0.0787791007019661	0.0981242464314365	0.802850503998645	0.422061147191451	NA
ENSMUSG00000015222	chr1-66551938-66553131	-0.0303223182818475	0.007852840605045	-3.86131844601139	0.000112776799194855	NA
ENSMUSG00000027940	chr3-90264745-90266717	0.0476836411479526	0.0153472018152265	3.10699251381733	0.00189001184836946	NA
ENSMUSG00000075419	chr2-30670201-30672112	0.0361965039531396	0.0696132094495433	0.519966027128448	0.603087253885827	NA
ENSMUSG00000033411	chr2-121506022-121507013	0.089255000854898	0.0233140931187366	3.82837112300831	0.000128994146968148	NA
ENSMUSG00000027162	chr2-109890164-109891969	0.174843083177223	0.0231515165443543	7.55212224833105	4.2822224509502e-14	NA
ENSMUSG00000033793	chr1-5082476-5083811	-0.0126504077042326	0.0138671529273841	-0.912257027125681	0.361633430206259	NA
ENSMUSG00000058248	chr1-191820839-191822045	-0.0197676412421558	0.0160960958306929	-1.22810161234638	0.219408825853369	NA
ENSMUSG00000042548	chr2-152707191-152708285	0.00277888520094879	0.0222765845004303	0.124744670840142	0.900725691371437	NA
ENSMUSG00000019699	chr1-177456328-177457263	0.00620403641684121	0.00984729560127934	0.630024391268928	0.528678625977133	NA
ENSMUSG00000027272	chr2-120770137-120771257	-0.0649208451299176	0.023465264038131	-2.76667865421933	0.0056630546090511	NA
ENSMUSG00000079484	chr2-30391897-30393332	-0.0895794290999135	0.0312021053013539	-2.87094182378862	0.00409250835379374	NA
ENSMUSG00000052539	chr3-103913785-103915640	-0.0864775946352649	0.0114325889245371	-7.56413050500429	3.90467568446615e-14	NA
ENSMUSG00000048482	chr2-109676709-109678732	0.292799282011613	0.0152174302836818	19.241046389126	1.67786853387696e-82	NA
ENSMUSG00000000826	chr2-180734537-180736103	-0.0260496957255063	0.0255013050876559	-1.02150441461586	0.307015518611278	NA
ENSMUSG00000062232	chr3-79289102-79289389	0.0530746507722302	0.0135441411159153	3.91864277830535	8.90489745602078e-05	NA
ENSMUSG00000087625	chr3-33350183-33352269	0.29922923025559	0.0149595049018074	20.0026158766416	5.22583185685999e-89	NA
ENSMUSG00000002102	chr2-90526325-90527728	0.124633719335821	0.0333643046939273	3.73554073669954	0.000187312252644865	NA
ENSMUSG00000027569	chr2-180346487-180347552	0.0791167708544929	0.0490996203102988	1.61135198917003	0.107103025259556	NA
ENSMUSG00000089699	chr1-3113078-3114250	0.0617769080157715	0.0377753732015981	1.63537518705859	0.101970420701358	NA
ENSMUSG00000038990	chr2-180346487-180347552	-0.0451021938974485	0.0851949503119417	-0.529399849783427	0.596528102365188	NA
ENSMUSG00000104302	chr1-160300512-160301863	0.000205566079852977	0.0198048020651067	0.0103796078939438	0.991718419818914	NA
ENSMUSG00000052406	chr2-26639131-26640738	-0.00392284932390562	0.0274608783171383	-0.142852288939985	0.88640683991586	NA
ENSMUSG00000075467	chr2-25918326-25919191	0.0415579451985727	0.0613518214578315	0.677371008897208	0.498170587699211	NA
ENSMUSG00000027628	chr2-156647958-156649731	-0.0229528233996274	0.0493050369484693	-0.465526948567473	0.641554143045188	NA
ENSMUSG00000044628	chr2-25430463-25431537	0.264430713830195	0.0421650757877145	6.27132072906748	3.57998322361292e-10	NA
ENSMUSG00000027387	chr2-129065384-129066984	0.00878477332250173	0.0464744824198573	0.189023585957102	0.850074331090833	NA
ENSMUSG00000027502	chr2-172344998-172346711	0.0567909920231045	0.0309043420408297	1.83763795870737	0.0661157715123309	NA
ENSMUSG00000026975	chr2-25064321-25066135	0.0737769349119853	0.0457180969752057	1.6137359118862	0.106584720898117	NA
ENSMUSG00000102494	chr2-4400675-4402739	0.173583608890515	0.0668131621222828	2.59804510633427	0.00937561772634895	NA
ENSMUSG00000035093	chr2-126083030-126084685	0.00740084188566734	0.0246980777617407	0.299652546123725	0.764442198779755	NA
ENSMUSG00000036833	chr2-25180194-25182052	0.0560291169017378	0.0566115599159896	0.989711588673477	0.322315109037582	NA
ENSMUSG00000027551	chr2-168788894-168789862	0.140701258204839	0.0464675405280344	3.02794717787899	0.0024622112159652	NA
ENSMUSG00000046519	chr3-95356647-95357530	0.107672016135665	0.0466136933125058	2.30987953290493	0.0208948244879168	NA
ENSMUSG00000026458	chr1-134331836-134333638	0.231201172303074	0.0421967979558808	5.47911650890686	4.27454834800625e-08	NA
ENSMUSG00000026841	chr2-31469563-31471063	0.0128214364007688	0.058679223452833	0.218500444387694	0.82703921211165	NA
ENSMUSG00000039059	chr2-179975825-179978066	-0.0817290592373511	0.0439776020860608	-1.85842463801036	0.0631087361858309	NA
ENSMUSG00000026848	chr2-30646919-30648533	0.00626597838096272	0.0323261682273549	0.193836100118428	0.846304219248102	NA
ENSMUSG00000026058	chr1-32632337-32633893	0.11260644036732	0.00904794080044237	12.4455323980252	1.47894905973262e-35	NA
