ENSMUSG00000026565	chr1-165459442-165462006
ENSMUSG00000026201	chr1-74859411-74860147
ENSMUSG00000102758	chr3-25678973-25680012
ENSMUSG00000036086	chr1-128443850-128444761
ENSMUSG00000026171	chr1-74661024-74662741
ENSMUSG00000034349	chr3-68589006-68589752
ENSMUSG00000038628	chr2-181457939-181460673
ENSMUSG00000039103	chr3-152432839-152435075
ENSMUSG00000040596	chr1-165763262-165764716
ENSMUSG00000027583	chr2-180963904-180964408
ENSMUSG00000005779	chr3-94403814-94405298
ENSMUSG00000026275	chr1-93753796-93755454
ENSMUSG00000028059	chr3-88435262-88437355
ENSMUSG00000026494	chr1-178405347-178406919
ENSMUSG00000050211	chr2-119741608-119743713
ENSMUSG00000026797	chr2-32360605-32362052
ENSMUSG00000026812	chr2-28377466-28378752
ENSMUSG00000085741	chr2-156765683-156767663
ENSMUSG00000048058	chr2-101919828-101921247
ENSMUSG00000002227	chr3-104671396-104672267
ENSMUSG00000073656	chr1-66279333-66281299
ENSMUSG00000058135	chr3-108327065-108328994
ENSMUSG00000104245	chr1-187118621-187119918
ENSMUSG00000028060	chr3-88531246-88532308
ENSMUSG00000025968	chr1-62831682-62832966
ENSMUSG00000027227	chr2-122163422-122164804
ENSMUSG00000086638	chr2-156490031-156490987
ENSMUSG00000027583	chr2-181570879-181572556
ENSMUSG00000026627	chr1-191352339-191353593
ENSMUSG00000026411	chr1-136259617-136261455
ENSMUSG00000070738	chr1-87509007-87511184
ENSMUSG00000069020	chr2-29603801-29606749
ENSMUSG00000005881	chr2-155628923-155629813
ENSMUSG00000033526	chr2-120849558-120851180
ENSMUSG00000001416	chr3-88509407-88510637
ENSMUSG00000027199	chr2-122068205-122069077
ENSMUSG00000020423	chr1-134335406-134336190
ENSMUSG00000028107	chr3-95855304-95856451
ENSMUSG00000026833	chr2-28209703-28210341
ENSMUSG00000085439	chr2-71749372-71751702
ENSMUSG00000026812	chr2-28582493-28583677
ENSMUSG00000027198	chr2-93821635-93822973
ENSMUSG00000103435	chr1-176994647-176995392
ENSMUSG00000045503	chr2-164456823-164457401
ENSMUSG00000026260	chr1-92250387-92252533
ENSMUSG00000102548	chr1-167283566-167285616
ENSMUSG00000089917	chr2-180925119-180925586
ENSMUSG00000085439	chr2-72220596-72222269
ENSMUSG00000033705	chr2-120770137-120771257
ENSMUSG00000027598	chr2-155132931-155134443
ENSMUSG00000036949	chr2-14295150-14295870
ENSMUSG00000087549	chr2-31802846-31803949
ENSMUSG00000068923	chr3-88501739-88503821
ENSMUSG00000014601	chr3-107112729-107114795
ENSMUSG00000027177	chr2-104027350-104028941
ENSMUSG00000062908	chr3-153509027-153510398
ENSMUSG00000103649	chr1-180420626-180422889
ENSMUSG00000063019	chr2-157348998-157350169
ENSMUSG00000104245	chr1-187131644-187132871
ENSMUSG00000040896	chr3-105546280-105547370
ENSMUSG00000027598	chr2-155073622-155075357
ENSMUSG00000033059	chr2-150660441-150661645
ENSMUSG00000036591	chr2-20959954-20960996
ENSMUSG00000027620	chr2-156379492-156380638
ENSMUSG00000027651	chr2-157479963-157480883
ENSMUSG00000073236	chr2-152693082-152693914
ENSMUSG00000015222	chr1-66551938-66553131
ENSMUSG00000027940	chr3-90264745-90266717
ENSMUSG00000075419	chr2-30670201-30672112
ENSMUSG00000033411	chr2-121506022-121507013
ENSMUSG00000027162	chr2-109890164-109891969
ENSMUSG00000033793	chr1-5082476-5083811
ENSMUSG00000058248	chr1-191820839-191822045
ENSMUSG00000042548	chr2-152707191-152708285
ENSMUSG00000019699	chr1-177456328-177457263
ENSMUSG00000027272	chr2-120770137-120771257
ENSMUSG00000079484	chr2-30391897-30393332
ENSMUSG00000052539	chr3-103913785-103915640
ENSMUSG00000048482	chr2-109676709-109678732
ENSMUSG00000000826	chr2-180734537-180736103
ENSMUSG00000062232	chr3-79289102-79289389
ENSMUSG00000087625	chr3-33350183-33352269
ENSMUSG00000002102	chr2-90526325-90527728
ENSMUSG00000027569	chr2-180346487-180347552
ENSMUSG00000089699	chr1-3113078-3114250
ENSMUSG00000038990	chr2-180346487-180347552
ENSMUSG00000104302	chr1-160300512-160301863
ENSMUSG00000052406	chr2-26639131-26640738
ENSMUSG00000075467	chr2-25918326-25919191
ENSMUSG00000027628	chr2-156647958-156649731
ENSMUSG00000044628	chr2-25430463-25431537
ENSMUSG00000027188	chr2-102024244-102025219
ENSMUSG00000027387	chr2-129065384-129066984
ENSMUSG00000027502	chr2-172344998-172346711
ENSMUSG00000026975	chr2-25064321-25066135
ENSMUSG00000102494	chr2-4400675-4402739
ENSMUSG00000035093	chr2-126083030-126084685
ENSMUSG00000036833	chr2-25180194-25182052
ENSMUSG00000027551	chr2-168788894-168789862
ENSMUSG00000046519	chr3-95356647-95357530
ENSMUSG00000026458	chr1-134331836-134333638
ENSMUSG00000026841	chr2-31469563-31471063
ENSMUSG00000039059	chr2-179975825-179978066
ENSMUSG00000026848	chr2-30646919-30648533
ENSMUSG00000026058	chr1-32632337-32633893
ENSMUSG00000027649	chr2-157512722-157513426
ENSMUSG00000036067	chr2-26963864-26965236
ENSMUSG00000069495	chr2-49737670-49739185
ENSMUSG00000026626	chr1-191483885-191485472
ENSMUSG00000026817	chr2-32908266-32909175
ENSMUSG00000025979	chr1-55158020-55159170
ENSMUSG00000027642	chr2-157517464-157518510
ENSMUSG00000046793	chr3-107931105-107932322
ENSMUSG00000034009	chr3-79566740-79568503
ENSMUSG00000027575	chr2-180113988-180114632
ENSMUSG00000039239	chr1-186474537-186475265
ENSMUSG00000038116	chr2-156289347-156290697
ENSMUSG00000026185	chr1-73226801-73228101
ENSMUSG00000027465	chr2-151773103-151774334
ENSMUSG00000027628	chr2-156459812-156461361
ENSMUSG00000060519	chr1-156056952-156058131
ENSMUSG00000000247	chr2-38350435-38352315
ENSMUSG00000074807	chr2-129240517-129241954
ENSMUSG00000028007	chr3-117403655-117404392
ENSMUSG00000026856	chr2-30013487-30014969
ENSMUSG00000039117	chr2-179916741-179917767
ENSMUSG00000039834	chr2-164388881-164390199
ENSMUSG00000039671	chr2-165373678-165376343
ENSMUSG00000044991	chr2-132370669-132371602
ENSMUSG00000074578	chr2-167201082-167202556
ENSMUSG00000026102	chr1-52521158-52522026
ENSMUSG00000072258	chr1-183074951-183075994
ENSMUSG00000027300	chr2-130036803-130038174
ENSMUSG00000026017	chr1-60488093-60490917
ENSMUSG00000016528	chr1-131351153-131352136
ENSMUSG00000010505	chr2-181457939-181460673
ENSMUSG00000062661	chr2-31023965-31026410
ENSMUSG00000068739	chr3-108318282-108319931
ENSMUSG00000026623	chr1-191325283-191326891
ENSMUSG00000050947	chr3-108195864-108198031
ENSMUSG00000055547	chr1-153011327-153012208
ENSMUSG00000075318	chr2-65657845-65658964
ENSMUSG00000033502	chr3-116015041-116017182
ENSMUSG00000058135	chr3-107985167-107987046
ENSMUSG00000026817	chr2-32167172-32168348
ENSMUSG00000026434	chr1-131416971-131418595
ENSMUSG00000010538	chr3-88213954-88216175
ENSMUSG00000015697	chr3-95171858-95174682
ENSMUSG00000027249	chr2-91923791-91924429
ENSMUSG00000079610	chr1-36323680-36324594
ENSMUSG00000046519	chr3-95855304-95856451
ENSMUSG00000026349	chr1-127868392-127869573
ENSMUSG00000056486	chr2-73727652-73729386
ENSMUSG00000049288	chr3-96497320-96498099
ENSMUSG00000034154	chr2-119322299-119323090
ENSMUSG00000027287	chr2-120242902-120245951
ENSMUSG00000100252	chr3-18053328-18056049
ENSMUSG00000026135	chr1-74505227-74507020
ENSMUSG00000027422	chr2-143450570-143452596
ENSMUSG00000038766	chr3-95356647-95357530
ENSMUSG00000039834	chr2-164530959-164532211
ENSMUSG00000026810	chr2-32875677-32877195
ENSMUSG00000027804	chr3-79196550-79197438
ENSMUSG00000026021	chr1-60097121-60099115
ENSMUSG00000087633	chr2-172364609-172365478
ENSMUSG00000033684	chr1-156179703-156180613
ENSMUSG00000027419	chr2-142995703-142997102
ENSMUSG00000027665	chr3-32708136-32709422
ENSMUSG00000038533	chr2-154568821-154570386
ENSMUSG00000026455	chr1-134343509-134345589
ENSMUSG00000026411	chr1-135765433-135767499
ENSMUSG00000027198	chr2-93954544-93955621
ENSMUSG00000062580	chr1-134962156-134963219
ENSMUSG00000042772	chr1-152399615-152401651
ENSMUSG00000026790	chr2-30048211-30049550
ENSMUSG00000033096	chr2-150772103-150773222
ENSMUSG00000026698	chr1-162186728-162188169
ENSMUSG00000028127	chr3-121348574-121350418
ENSMUSG00000028360	chr3-153296229-153297987
ENSMUSG00000044627	chr2-32602529-32603157
ENSMUSG00000006304	chr1-74386443-74387465
ENSMUSG00000028139	chr3-94487642-94488275
ENSMUSG00000086118	chr2-156664144-156666924
ENSMUSG00000099401	chr1-87022907-87024221
ENSMUSG00000026577	chr1-164542957-164545316
ENSMUSG00000036646	chr2-25289651-25291486
ENSMUSG00000028102	chr3-96595694-96597758
ENSMUSG00000041757	chr1-132851372-132852632
ENSMUSG00000026259	chr1-87509007-87511184
ENSMUSG00000027433	chr2-146744984-146746409
ENSMUSG00000017969	chr2-166636629-166637768
ENSMUSG00000033486	chr2-121439282-121443297
ENSMUSG00000086968	chr3-108195864-108198031
ENSMUSG00000028057	chr3-88245768-88246295
ENSMUSG00000010538	chr3-88138172-88139523
ENSMUSG00000026088	chr1-38128916-38130533
ENSMUSG00000085201	chr2-38366810-38368210
ENSMUSG00000079353	chr2-58678194-58682429
ENSMUSG00000045210	chr1-9541148-9541556
ENSMUSG00000027254	chr2-121448301-121450249
ENSMUSG00000032680	chr2-151948596-151949953
ENSMUSG00000041355	chr3-88324589-88326032
ENSMUSG00000039108	chr2-180154491-180155354
ENSMUSG00000040007	chr2-118269672-118270722
ENSMUSG00000016356	chr2-180426868-180427616
ENSMUSG00000004085	chr2-72475736-72477161
ENSMUSG00000032046	chr2-150786185-150788090
ENSMUSG00000026918	chr2-27222730-27223846
ENSMUSG00000004880	chr1-181888262-181889476
ENSMUSG00000025969	chr1-62907245-62909300
ENSMUSG00000072258	chr1-182959103-182960623
ENSMUSG00000087355	chr2-4485382-4486696
ENSMUSG00000052062	chr1-61573390-61574835
ENSMUSG00000026730	chr2-13188435-13189710
ENSMUSG00000097911	chr3-133876116-133877717
ENSMUSG00000026819	chr2-32307009-32308713
ENSMUSG00000051373	chr2-32217782-32218902
ENSMUSG00000075316	chr2-66022456-66023918
ENSMUSG00000050947	chr3-107868796-107869839
ENSMUSG00000009905	chr1-106274363-106275957
ENSMUSG00000027327	chr2-131168916-131170172
ENSMUSG00000047583	chr3-154698541-154699437
ENSMUSG00000026790	chr2-30177816-30178944
ENSMUSG00000015337	chr2-29819784-29821174
ENSMUSG00000093436	chr1-43178296-43179697
ENSMUSG00000026490	chr1-179588156-179588861
ENSMUSG00000048550	chr2-21275000-21275956
ENSMUSG00000027950	chr3-89202568-89203641
ENSMUSG00000041763	chr1-43501658-43502330
ENSMUSG00000042751	chr1-153266758-153267590
ENSMUSG00000028188	chr3-146107172-146108617
ENSMUSG00000026439	chr1-132189948-132192446
ENSMUSG00000039515	chr2-30341893-30345122
ENSMUSG00000016349	chr2-180677839-180679411
ENSMUSG00000055214	chr1-175880165-175881245
ENSMUSG00000039254	chr2-31824338-31824762
ENSMUSG00000061175	chr3-79886165-79888160
ENSMUSG00000039262	chr2-32150576-32152607
ENSMUSG00000026810	chr2-32741055-32743351
ENSMUSG00000003135	chr1-39272694-39273700
ENSMUSG00000026603	chr1-190091304-190092957
ENSMUSG00000000305	chr2-179237741-179239032
ENSMUSG00000033364	chr1-74537973-74539364
ENSMUSG00000027341	chr2-132497261-132498889
ENSMUSG00000027835	chr3-75164452-75165515
ENSMUSG00000026197	chr1-75191293-75192819
ENSMUSG00000026047	chr1-43781197-43783659
ENSMUSG00000056268	chr1-138994943-138996885
ENSMUSG00000026662	chr2-5062675-5064761
ENSMUSG00000074664	chr3-26039359-26040308
ENSMUSG00000051590	chr1-128243521-128245200
ENSMUSG00000026447	chr1-132944236-132946414
ENSMUSG00000048222	chr2-121194944-121196572
ENSMUSG00000079056	chr2-127462117-127462998
ENSMUSG00000015776	chr2-26902446-26903601
ENSMUSG00000079051	chr2-128745681-128747916
ENSMUSG00000104284	chr2-3726293-3727691
ENSMUSG00000060244	chr1-171358365-171359104
ENSMUSG00000023206	chr2-12154320-12155798
ENSMUSG00000046688	chr3-127407507-127409583
ENSMUSG00000028164	chr3-135402098-135403783
ENSMUSG00000042642	chr3-89092718-89093652
ENSMUSG00000086453	chr2-164745335-164746540
ENSMUSG00000026188	chr1-72306483-72308086
ENSMUSG00000039804	chr2-164878479-164880648
ENSMUSG00000040836	chr1-165091253-165092504
ENSMUSG00000085397	chr2-32775169-32776428
ENSMUSG00000102517	chr2-4445383-4446418
ENSMUSG00000034810	chr2-66157471-66158836
ENSMUSG00000036281	chr2-26341226-26342619
ENSMUSG00000027540	chr2-167931641-167933875
ENSMUSG00000056050	chr1-183315941-183316940
ENSMUSG00000102476	chr3-93493599-93494563
ENSMUSG00000027080	chr2-84774108-84776349
ENSMUSG00000027895	chr3-107356893-107358093
ENSMUSG00000027247	chr2-91324379-91325385
ENSMUSG00000010505	chr2-181570879-181572556
ENSMUSG00000027751	chr3-54834902-54836302
ENSMUSG00000027487	chr2-154378043-154379849
ENSMUSG00000042747	chr3-88784776-88786518
ENSMUSG00000027221	chr2-92499373-92500421
ENSMUSG00000027011	chr2-78868334-78870183
ENSMUSG00000086714	chr2-25835878-25836904
ENSMUSG00000079502	chr2-29346474-29347528
ENSMUSG00000052865	chr2-65826289-65827263
ENSMUSG00000033411	chr2-121288538-121290398
ENSMUSG00000068876	chr3-95087764-95089591
ENSMUSG00000003135	chr1-39441558-39442156
ENSMUSG00000063887	chr3-26152362-26154259
ENSMUSG00000038612	chr3-95227290-95230917
ENSMUSG00000062319	chr2-6506091-6507828
ENSMUSG00000042197	chr1-34300391-34301670
ENSMUSG00000100632	chr1-92711434-92713053
ENSMUSG00000003134	chr1-39159788-39161565
ENSMUSG00000026834	chr2-58661728-58663007
ENSMUSG00000005510	chr2-91053662-91054818
ENSMUSG00000010175	chr1-189674189-189675863
ENSMUSG00000041355	chr3-88213954-88216175
ENSMUSG00000054135	chr1-180564659-180565508
ENSMUSG00000026307	chr1-90855380-90856521
ENSMUSG00000027236	chr2-122068205-122069077
ENSMUSG00000015961	chr1-177517013-177519567
ENSMUSG00000023206	chr2-11777071-11778934
ENSMUSG00000046062	chr1-132716964-132719042
ENSMUSG00000099969	chr1-152983009-152984376
ENSMUSG00000075012	chr2-102103480-102104492
ENSMUSG00000033021	chr1-75652544-75654350
ENSMUSG00000070372	chr3-105210942-105212308
ENSMUSG00000058388	chr3-103967440-103969165
ENSMUSG00000026824	chr2-55479052-55480870
ENSMUSG00000040836	chr1-164758430-164759727
ENSMUSG00000026385	chr1-119899477-119900299
ENSMUSG00000092607	chr3-95356647-95357530
ENSMUSG00000103983	chr1-171328394-171330325
ENSMUSG00000068740	chr3-108174099-108175781
ENSMUSG00000042766	chr3-89269598-89271283
ENSMUSG00000051444	chr3-37090352-37091503
ENSMUSG00000060424	chr1-42693365-42696063
ENSMUSG00000033544	chr1-157085999-157087031
ENSMUSG00000033569	chr1-25775322-25776419
ENSMUSG00000050549	chr3-127954493-127955394
ENSMUSG00000051278	chr3-127163412-127164312
ENSMUSG00000026723	chr2-13543856-13545213
ENSMUSG00000017760	chr2-164885454-164887223
ENSMUSG00000062319	chr2-6588385-6589439
ENSMUSG00000027533	chr3-10439339-10440619
ENSMUSG00000026229	chr1-85901746-85902525
ENSMUSG00000068966	chr2-33130011-33132212
ENSMUSG00000053192	chr3-95627739-95628375
ENSMUSG00000042359	chr2-76532054-76533197
ENSMUSG00000068739	chr3-107895300-107896741
ENSMUSG00000074643	chr2-155472640-155474561
ENSMUSG00000106032	chr3-94786007-94787806
ENSMUSG00000027999	chr3-129621017-129621683
ENSMUSG00000001016	chr3-90264745-90266717
ENSMUSG00000070372	chr3-105058449-105059707
ENSMUSG00000042854	chr2-166206063-166207837
ENSMUSG00000025981	chr1-55453311-55455111
ENSMUSG00000027983	chr3-131285279-131286919
ENSMUSG00000053925	chr1-170538028-170539694
ENSMUSG00000028187	chr3-146399014-146399677
ENSMUSG00000052428	chr1-167066011-167067531
ENSMUSG00000036752	chr2-24684191-24686183
ENSMUSG00000014873	chr2-27006058-27007002
ENSMUSG00000042429	chr1-134335406-134336190
ENSMUSG00000033439	chr3-116422772-116425280
ENSMUSG00000080727	chr3-96001012-96001987
ENSMUSG00000026200	chr1-75277271-75278779
ENSMUSG00000028271	chr3-142332820-142334512
ENSMUSG00000070476	chr2-178252508-178254334
ENSMUSG00000015094	chr2-25053978-25056099
ENSMUSG00000033021	chr1-75559189-75560280
ENSMUSG00000026944	chr2-25242028-25243344
ENSMUSG00000039041	chr2-179709087-179711284
ENSMUSG00000028041	chr3-88761478-88762846
ENSMUSG00000036086	chr1-127989679-127990865
ENSMUSG00000101799	chr1-51514399-51515953
ENSMUSG00000053024	chr1-132046215-132047065
ENSMUSG00000036745	chr3-146564160-146565191
ENSMUSG00000037773	chr2-130383002-130384276
ENSMUSG00000026111	chr1-37366977-37369484
ENSMUSG00000000826	chr2-181312696-181314904
ENSMUSG00000097760	chr1-132623379-132624439
ENSMUSG00000027475	chr2-152671078-152671990
ENSMUSG00000027312	chr2-131159381-131161134
ENSMUSG00000037885	chr2-129573574-129575489
ENSMUSG00000075334	chr2-53500814-53502564
ENSMUSG00000033964	chr1-138901375-138902467
ENSMUSG00000067847	chr2-156256709-156257774
ENSMUSG00000035666	chr2-28755426-28756616
ENSMUSG00000075270	chr2-76049589-76051892
ENSMUSG00000027176	chr2-104317421-104318273
ENSMUSG00000027291	chr2-120608643-120609971
ENSMUSG00000090210	chr3-96593405-96594546
ENSMUSG00000046020	chr2-152707191-152708285
ENSMUSG00000059149	chr1-131754789-131755501
ENSMUSG00000027244	chr2-91181755-91184207
ENSMUSG00000038848	chr2-180786698-180788749
ENSMUSG00000027209	chr2-125579336-125581831
ENSMUSG00000045216	chr1-36470906-36472512
ENSMUSG00000019710	chr3-88022306-88024519
ENSMUSG00000008136	chr1-43316756-43317817
ENSMUSG00000019188	chr2-152686245-152687710
ENSMUSG00000027784	chr3-69542535-69543516
ENSMUSG00000017670	chr2-164964316-164964999
ENSMUSG00000040506	chr2-91925420-91925758
ENSMUSG00000059540	chr2-181133821-181135751
ENSMUSG00000034353	chr1-90840096-90840716
ENSMUSG00000027894	chr3-107038554-107039679
ENSMUSG00000026185	chr1-72865754-72866600
ENSMUSG00000050043	chr2-84868523-84869967
ENSMUSG00000039725	chr2-165594603-165596068
ENSMUSG00000016179	chr1-192854518-192856225
ENSMUSG00000044349	chr2-158347700-158348334
ENSMUSG00000010175	chr1-189532489-189533692
ENSMUSG00000026353	chr1-128471953-128473320
ENSMUSG00000042046	chr1-131846220-131848396
ENSMUSG00000042737	chr3-89157962-89160479
ENSMUSG00000099924	chr1-51364793-51366341
ENSMUSG00000026339	chr1-121430621-121432278
ENSMUSG00000001416	chr3-88070275-88072534
ENSMUSG00000087679	chr2-25862600-25864662
ENSMUSG00000028051	chr3-89449034-89450002
ENSMUSG00000026568	chr1-165301013-165303307
ENSMUSG00000032869	chr2-151970293-151971376
ENSMUSG00000027883	chr3-108880602-108882175
ENSMUSG00000039804	chr2-164960597-164962533
ENSMUSG00000027613	chr2-156064988-156066918
ENSMUSG00000075415	chr2-31116156-31116854
ENSMUSG00000026473	chr1-153307949-153309689
ENSMUSG00000042046	chr1-132740761-132742074
ENSMUSG00000033396	chr2-122367636-122369885
ENSMUSG00000025981	chr1-55052025-55053370
ENSMUSG00000027131	chr2-112261653-112263057
ENSMUSG00000044337	chr1-90054486-90055681
ENSMUSG00000042671	chr1-153673883-153674355
ENSMUSG00000026307	chr1-91037206-91038311
ENSMUSG00000042699	chr1-153401386-153402239
ENSMUSG00000041426	chr1-52758178-52759861
ENSMUSG00000034343	chr1-90903726-90904925
ENSMUSG00000026179	chr1-74391242-74392673
ENSMUSG00000060802	chr2-121716730-121717616
ENSMUSG00000026239	chr1-86281128-86282685
ENSMUSG00000101840	chr1-75342759-75343304
ENSMUSG00000035666	chr2-28325006-28326935
ENSMUSG00000039844	chr2-29194138-29195235
ENSMUSG00000048039	chr3-88225822-88226569
ENSMUSG00000037152	chr3-51727532-51729816
ENSMUSG00000027562	chr3-14533335-14534825
ENSMUSG00000026688	chr1-166922625-166924594
ENSMUSG00000073557	chr1-134555966-134557361
ENSMUSG00000054135	chr1-181462407-181463232
ENSMUSG00000028360	chr3-153238104-153238969
ENSMUSG00000034032	chr2-120093452-120094511
ENSMUSG00000027639	chr2-156862057-156863858
ENSMUSG00000026102	chr1-53352128-53353103
ENSMUSG00000037307	chr2-144164935-144166323
ENSMUSG00000079610	chr1-36603049-36604091
ENSMUSG00000067787	chr2-157536753-157537801
ENSMUSG00000089706	chr1-97660475-97662450
ENSMUSG00000084799	chr1-63175938-63177630
ENSMUSG00000037351	chr1-36813408-36814892
ENSMUSG00000017664	chr2-164996902-164998990
ENSMUSG00000026958	chr2-25607438-25609014
ENSMUSG00000102517	chr2-4089029-4090015
ENSMUSG00000037624	chr1-189006983-189008418
ENSMUSG00000042772	chr1-153083349-153085647
ENSMUSG00000050947	chr3-108203740-108204385
ENSMUSG00000027387	chr2-128572744-128573659
ENSMUSG00000039021	chr2-32220961-32222242
ENSMUSG00000060771	chr1-38240069-38242207
ENSMUSG00000026854	chr2-30985333-30985723
ENSMUSG00000010505	chr2-181678737-181679234
ENSMUSG00000056211	chr1-127989679-127990865
ENSMUSG00000026104	chr1-52163706-52164656
ENSMUSG00000017929	chr2-167436199-167437076
