ENSMUSG00000052539	chr3-104294804-104296296
ENSMUSG00000026469	chr1-155280326-155282273
ENSMUSG00000026457	chr1-133895788-133897957
ENSMUSG00000041911	chr2-71388807-71389846
ENSMUSG00000027411	chr2-130641644-130643340
ENSMUSG00000027296	chr2-119971187-119973581
ENSMUSG00000033486	chr2-121210943-121212257
ENSMUSG00000038806	chr1-180862260-180864269
ENSMUSG00000044098	chr3-103573038-103576639
ENSMUSG00000064068	chr3-88949576-88951360
ENSMUSG00000026781	chr2-22933447-22934090
ENSMUSG00000010609	chr1-179961186-179962073
ENSMUSG00000034032	chr2-119600963-119601954
ENSMUSG00000073616	chr1-93013643-93015790
ENSMUSG00000026664	chr2-4528860-4530080
ENSMUSG00000092201	chr2-113418514-113420092
ENSMUSG00000037885	chr2-129879069-129880467
ENSMUSG00000039483	chr2-30594396-30596125
ENSMUSG00000035236	chr2-39031095-39032489
ENSMUSG00000032649	chr1-152048047-152049104
ENSMUSG00000028101	chr3-96812461-96814055
ENSMUSG00000026436	chr1-132417049-132418337
ENSMUSG00000075419	chr2-29787410-29788727
ENSMUSG00000002102	chr2-91114804-91115808
ENSMUSG00000036206	chr1-89237375-89238840
ENSMUSG00000033257	chr1-74802971-74803877
ENSMUSG00000075316	chr2-66022456-66023918
ENSMUSG00000026833	chr2-28415128-28415979
ENSMUSG00000084799	chr1-62794254-62796127
ENSMUSG00000074884	chr2-121448301-121450249
ENSMUSG00000027035	chr2-68911574-68912645
ENSMUSG00000054091	chr3-122244935-122246557
ENSMUSG00000027942	chr3-89763815-89765052
ENSMUSG00000106515	chr3-149258485-149259518
ENSMUSG00000027506	chr3-8955681-8956717
ENSMUSG00000075028	chr2-92499373-92500421
ENSMUSG00000039128	chr2-5612547-5614479
ENSMUSG00000026754	chr2-38770724-38771849
ENSMUSG00000027009	chr2-79061344-79062636
ENSMUSG00000026817	chr2-32340912-32343594
ENSMUSG00000034088	chr1-93691049-93692406
ENSMUSG00000038467	chr2-154243224-154243950
ENSMUSG00000038861	chr3-95110629-95111648
ENSMUSG00000067879	chr1-9797464-9799291
ENSMUSG00000033400	chr3-116354321-116355751
ENSMUSG00000026764	chr2-49710981-49712741
ENSMUSG00000067786	chr2-157858266-157859687
ENSMUSG00000089794	chr3-10306759-10308004
ENSMUSG00000027583	chr2-181159118-181160305
ENSMUSG00000086994	chr2-29451120-29451877
ENSMUSG00000093436	chr1-42703485-42704761
ENSMUSG00000026819	chr2-32566396-32567052
ENSMUSG00000097760	chr1-132315658-132317151
ENSMUSG00000051285	chr1-6729163-6730548
ENSMUSG00000027397	chr2-128984392-128985583
ENSMUSG00000027472	chr2-153031156-153032826
ENSMUSG00000026872	chr2-44663867-44664521
ENSMUSG00000003418	chr2-14047882-14049289
ENSMUSG00000028086	chr3-84228293-84229498
ENSMUSG00000049288	chr3-96218995-96221925
ENSMUSG00000032869	chr2-151573524-151574211
ENSMUSG00000027669	chr3-33047969-33049024
ENSMUSG00000063873	chr2-144550196-144551210
ENSMUSG00000036281	chr2-26500018-26501266
ENSMUSG00000026927	chr2-26500018-26501266
ENSMUSG00000026259	chr1-87593996-87595306
ENSMUSG00000053024	chr1-131982768-131983464
ENSMUSG00000026786	chr2-23034598-23035191
ENSMUSG00000086968	chr3-107508568-107509210
ENSMUSG00000027642	chr2-156924591-156926767
ENSMUSG00000026248	chr1-79580755-79582009
ENSMUSG00000027953	chr3-88831605-88832155
ENSMUSG00000026791	chr2-32570341-32571393
ENSMUSG00000037434	chr1-191526820-191528677
ENSMUSG00000026797	chr2-33085746-33087418
ENSMUSG00000060445	chr2-178165656-178167045
ENSMUSG00000028089	chr3-97226924-97228485
ENSMUSG00000042548	chr2-152804359-152805779
ENSMUSG00000063273	chr3-51275881-51277942
ENSMUSG00000026927	chr2-26298063-26299906
ENSMUSG00000038642	chr3-95203803-95204749
ENSMUSG00000027452	chr2-150761271-150762532
ENSMUSG00000027828	chr3-65186895-65189204
ENSMUSG00000034075	chr2-84887687-84888299
ENSMUSG00000042670	chr2-106215679-106217055
ENSMUSG00000032908	chr1-78425483-78426682
ENSMUSG00000026478	chr1-152904494-152904843
ENSMUSG00000004110	chr1-154475685-154476955
ENSMUSG00000036745	chr3-146567492-146568928
ENSMUSG00000027566	chr2-179852073-179853820
ENSMUSG00000027639	chr2-156624335-156625884
ENSMUSG00000025980	chr1-54982611-54983932
ENSMUSG00000028063	chr3-88536210-88537306
ENSMUSG00000034088	chr1-93342546-93344095
ENSMUSG00000090120	chr3-65108627-65110786
ENSMUSG00000044627	chr2-32628298-32629849
ENSMUSG00000070565	chr1-157182368-157183502
ENSMUSG00000033701	chr1-155224003-155224938
ENSMUSG00000036825	chr3-146184622-146185788
ENSMUSG00000034101	chr2-84689706-84691453
ENSMUSG00000026496	chr1-180283650-180285529
ENSMUSG00000026192	chr1-72002259-72003388
ENSMUSG00000033021	chr1-75141172-75143491
ENSMUSG00000062908	chr3-153492891-153494206
ENSMUSG00000027933	chr3-90508163-90510042
ENSMUSG00000028165	chr3-135609961-135611192
ENSMUSG00000026623	chr1-191325283-191326891
ENSMUSG00000075270	chr2-76049589-76051892
ENSMUSG00000027605	chr2-155329520-155331945
ENSMUSG00000027603	chr2-155235766-155237240
ENSMUSG00000068735	chr2-93013652-93015664
ENSMUSG00000027612	chr2-156007662-156008914
ENSMUSG00000027327	chr2-131261690-131263249
ENSMUSG00000026411	chr1-136050547-136051940
ENSMUSG00000026918	chr2-27757811-27759232
ENSMUSG00000028062	chr3-88492483-88493824
ENSMUSG00000026904	chr2-62361359-62362672
ENSMUSG00000026821	chr2-28334671-28336141
ENSMUSG00000033364	chr1-74600538-74602035
ENSMUSG00000042429	chr1-134205235-134206360
ENSMUSG00000027583	chr2-181410658-181411997
ENSMUSG00000087260	chr3-107362722-107364314
ENSMUSG00000027406	chr2-130597141-130598133
ENSMUSG00000016344	chr2-181319307-181320302
ENSMUSG00000017764	chr2-164794318-164795230
ENSMUSG00000042737	chr3-89089719-89091644
ENSMUSG00000027130	chr2-112239012-112240908
ENSMUSG00000102331	chr1-3292394-3293764
ENSMUSG00000042671	chr1-153225546-153226710
ENSMUSG00000062590	chr1-85821879-85823022
ENSMUSG00000026657	chr2-4341248-4342619
ENSMUSG00000057335	chr1-176933213-176934888
ENSMUSG00000027363	chr2-126786864-126788732
ENSMUSG00000025968	chr1-63112857-63114997
ENSMUSG00000027009	chr2-79151913-79153587
ENSMUSG00000050144	chr3-88590236-88592606
ENSMUSG00000044628	chr2-25460077-25461711
ENSMUSG00000027350	chr2-132878933-132880182
ENSMUSG00000016200	chr1-193129687-193131149
ENSMUSG00000034640	chr3-65603075-65604235
ENSMUSG00000008730	chr3-103682317-103684223
ENSMUSG00000000827	chr2-181385809-181386520
ENSMUSG00000032649	chr1-152524059-152525754
ENSMUSG00000027244	chr2-91923791-91924429
ENSMUSG00000017707	chr2-163332242-163333268
ENSMUSG00000013465	chr2-24761699-24763629
ENSMUSG00000038914	chr2-179852073-179853820
ENSMUSG00000027014	chr2-77862884-77864533
ENSMUSG00000026755	chr2-39142338-39143903
ENSMUSG00000078861	chr2-178174116-178175849
ENSMUSG00000068479	chr2-121294593-121297018
ENSMUSG00000027297	chr2-119188060-119190049
ENSMUSG00000027340	chr2-132422712-132424034
ENSMUSG00000026743	chr2-17854934-17856404
ENSMUSG00000026705	chr1-160627949-160629013
ENSMUSG00000036992	chr2-148680530-148681820
ENSMUSG00000027239	chr2-91975311-91976591
ENSMUSG00000106515	chr3-149232768-149234175
ENSMUSG00000026663	chr1-170857161-170858016
ENSMUSG00000027942	chr3-90078876-90080676
ENSMUSG00000025920	chr1-16656346-16657889
ENSMUSG00000038486	chr3-96160077-96162918
ENSMUSG00000026851	chr2-31215881-31217376
ENSMUSG00000039046	chr2-6208842-6210019
ENSMUSG00000062169	chr1-180564659-180565508
ENSMUSG00000050315	chr3-123149560-123151024
ENSMUSG00000027508	chr3-9700714-9702096
ENSMUSG00000027300	chr2-130585812-130586485
ENSMUSG00000047793	chr1-93013643-93015790
ENSMUSG00000038806	chr1-180762892-180764375
ENSMUSG00000026959	chr2-25371761-25372799
ENSMUSG00000078201	chr2-25209913-25211873
ENSMUSG00000039354	chr1-72371698-72373387
ENSMUSG00000068479	chr2-121194944-121196572
ENSMUSG00000026664	chr2-5090180-5091197
ENSMUSG00000027993	chr3-84219816-84221335
ENSMUSG00000073530	chr1-159231519-159232510
ENSMUSG00000000827	chr2-181030800-181032839
ENSMUSG00000036504	chr2-25557179-25558592
ENSMUSG00000025815	chr2-5675439-5676687
ENSMUSG00000090213	chr2-167167363-167168428
ENSMUSG00000074807	chr2-128697880-128699744
ENSMUSG00000027427	chr2-144330091-144332225
ENSMUSG00000000194	chr2-31373994-31375014
ENSMUSG00000028081	chr3-85923029-85924708
ENSMUSG00000039536	chr2-167128961-167131056
ENSMUSG00000027018	chr2-71580625-71582395
ENSMUSG00000017307	chr2-164878479-164880648
ENSMUSG00000023087	chr3-51339754-51342141
ENSMUSG00000105245	chr3-97226924-97228485
ENSMUSG00000037138	chr1-38847795-38849418
ENSMUSG00000087519	chr2-121139372-121141296
ENSMUSG00000099632	chr2-163243740-163244987
ENSMUSG00000028070	chr3-88181223-88181859
ENSMUSG00000016481	chr1-194938160-194939887
ENSMUSG00000016252	chr2-174661965-174663494
ENSMUSG00000038085	chr2-156277937-156279378
ENSMUSG00000042404	chr3-89912136-89913800
ENSMUSG00000039725	chr2-165716813-165718531
ENSMUSG00000042604	chr2-107400094-107401184
ENSMUSG00000026463	chr1-133798491-133801593
ENSMUSG00000042641	chr1-153266758-153267590
ENSMUSG00000079658	chr1-16664858-16666146
ENSMUSG00000016526	chr1-131195622-131196869
ENSMUSG00000025964	chr1-63934271-63935535
ENSMUSG00000042305	chr1-134132621-134134508
ENSMUSG00000068749	chr3-108347953-108349163
ENSMUSG00000048814	chr1-38383972-38385129
ENSMUSG00000026442	chr1-133130589-133132335
ENSMUSG00000026456	chr1-133841464-133843586
ENSMUSG00000103961	chr1-187277383-187278717
ENSMUSG00000004880	chr1-182094734-182095866
ENSMUSG00000001143	chr1-36696605-36699190
ENSMUSG00000100666	chr3-58253551-58254606
ENSMUSG00000040269	chr3-8850272-8851280
ENSMUSG00000074576	chr2-168402821-168403765
ENSMUSG00000037143	chr2-145683531-145684909
ENSMUSG00000026203	chr1-75485965-75488330
ENSMUSG00000075467	chr2-26363625-26366941
ENSMUSG00000027406	chr2-130291315-130292107
ENSMUSG00000027939	chr3-89763815-89765052
ENSMUSG00000063273	chr3-51326465-51328446
ENSMUSG00000053916	chr2-150711686-150712704
ENSMUSG00000068523	chr3-145949925-145950868
ENSMUSG00000062580	chr1-135460931-135461747
ENSMUSG00000026565	chr1-166043514-166044439
ENSMUSG00000085102	chr3-108653717-108654956
ENSMUSG00000001416	chr3-88213954-88216175
ENSMUSG00000079056	chr2-127607490-127609361
ENSMUSG00000040591	chr2-91771671-91773819
ENSMUSG00000039021	chr2-32758599-32759483
ENSMUSG00000068747	chr3-108203740-108204385
ENSMUSG00000027893	chr3-107332076-107334373
ENSMUSG00000054199	chr3-89213503-89216319
ENSMUSG00000068747	chr3-108145391-108146626
ENSMUSG00000086186	chr2-109883958-109885152
ENSMUSG00000005802	chr2-122233722-122235395
ENSMUSG00000085838	chr2-73740152-73741878
ENSMUSG00000070738	chr1-88258335-88259660
ENSMUSG00000106093	chr3-105480983-105482317
ENSMUSG00000028057	chr3-88803565-88806019
ENSMUSG00000075415	chr2-30771281-30773340
ENSMUSG00000003604	chr2-112454508-112455740
ENSMUSG00000050967	chr1-39962360-39963581
ENSMUSG00000010492	chr2-181354309-181357484
ENSMUSG00000017009	chr2-163858132-163859993
ENSMUSG00000039536	chr2-166613073-166614130
ENSMUSG00000068917	chr3-89316751-89317273
ENSMUSG00000079502	chr2-28582493-28583677
ENSMUSG00000026782	chr1-60488093-60490917
ENSMUSG00000068732	chr3-108385997-108386757
ENSMUSG00000062232	chr3-79202117-79203482
ENSMUSG00000032883	chr1-78425483-78426682
ENSMUSG00000016526	chr1-130835167-130836133
ENSMUSG00000048997	chr3-108044162-108045475
ENSMUSG00000027796	chr3-54586569-54588116
ENSMUSG00000060985	chr1-156035383-156036807
ENSMUSG00000046999	chr3-68602674-68603966
ENSMUSG00000027221	chr2-92914493-92916659
ENSMUSG00000026399	chr1-129942902-129944801
ENSMUSG00000039621	chr2-166661437-166664188
ENSMUSG00000015711	chr3-94953589-94954623
ENSMUSG00000105811	chr3-144106823-144108519
ENSMUSG00000017667	chr2-164856354-164858301
ENSMUSG00000026626	chr1-191093335-191094364
ENSMUSG00000026270	chr1-92711434-92713053
ENSMUSG00000027889	chr3-108318282-108319931
ENSMUSG00000074797	chr2-130634035-130636386
ENSMUSG00000090213	chr2-167502775-167504439
ENSMUSG00000040896	chr3-105435919-105437044
ENSMUSG00000027220	chr2-92296361-92296898
ENSMUSG00000027589	chr2-181766534-181768073
ENSMUSG00000050556	chr2-166653384-166654068
ENSMUSG00000002733	chr2-76466443-76467275
ENSMUSG00000026187	chr1-72236062-72237422
ENSMUSG00000036186	chr2-26585675-26587568
ENSMUSG00000026235	chr1-77823670-77825383
ENSMUSG00000085438	chr2-119546873-119548302
ENSMUSG00000026811	chr2-32083192-32085066
ENSMUSG00000060671	chr3-89729952-89731508
ENSMUSG00000075538	chr2-6685596-6688696
ENSMUSG00000027405	chr2-129623445-129625310
ENSMUSG00000026930	chr2-26227782-26228502
ENSMUSG00000074513	chr3-84344764-84345843
ENSMUSG00000090213	chr2-167685131-167685879
ENSMUSG00000026830	chr2-58324193-58325040
ENSMUSG00000102930	chr1-36579852-36581459
ENSMUSG00000026721	chr1-160291894-160292790
ENSMUSG00000044647	chr2-65620549-65623052
ENSMUSG00000001416	chr3-88244032-88244594
ENSMUSG00000026004	chr1-66551938-66553131
ENSMUSG00000102517	chr2-4367844-4369749
ENSMUSG00000039943	chr2-135540873-135541747
ENSMUSG00000027244	chr2-91962645-91964115
ENSMUSG00000025969	chr1-62794254-62796127
ENSMUSG00000027999	chr3-129877821-129879576
ENSMUSG00000042390	chr3-89964306-89964737
ENSMUSG00000090100	chr2-120770137-120771257
ENSMUSG00000009555	chr2-32881657-32882994
ENSMUSG00000028060	chr3-88501739-88503821
ENSMUSG00000026926	chr2-26090656-26092619
ENSMUSG00000027854	chr3-103400854-103402030
ENSMUSG00000109780	chr2-160578410-160579344
ENSMUSG00000027951	chr3-89157962-89160479
ENSMUSG00000055371	chr2-52533242-52534518
ENSMUSG00000027164	chr2-101628292-101629471
ENSMUSG00000084781	chr2-92687472-92688318
ENSMUSG00000100394	chr1-152954680-152956687
ENSMUSG00000052533	chr2-29826226-29827976
ENSMUSG00000039735	chr3-122072615-122074679
ENSMUSG00000068580	chr2-119208016-119209508
ENSMUSG00000015790	chr2-26436865-26437863
ENSMUSG00000074575	chr2-168380199-168381386
ENSMUSG00000027905	chr3-105505218-105507267
ENSMUSG00000047021	chr1-75251411-75251999
ENSMUSG00000038990	chr2-179795024-179795934
ENSMUSG00000010505	chr2-181155712-181157379
ENSMUSG00000027357	chr2-132343624-132344889
ENSMUSG00000026240	chr1-86064014-86065622
ENSMUSG00000039001	chr2-180019923-180020520
ENSMUSG00000042229	chr1-134770435-134772322
ENSMUSG00000026837	chr2-28216005-28217496
ENSMUSG00000086638	chr2-156392707-156394530
ENSMUSG00000040896	chr3-105505218-105507267
ENSMUSG00000087679	chr2-25843814-25844719
ENSMUSG00000026470	chr1-154805131-154806649
ENSMUSG00000002550	chr2-32095256-32096526
ENSMUSG00000027671	chr3-32396289-32398208
ENSMUSG00000026825	chr2-31784646-31785730
ENSMUSG00000015090	chr2-25261920-25263408
ENSMUSG00000027394	chr2-129231618-129233080
ENSMUSG00000026434	chr1-131689785-131691699
ENSMUSG00000027285	chr2-120046219-120047286
ENSMUSG00000004896	chr3-88205362-88208710
ENSMUSG00000027936	chr3-89695992-89697133
ENSMUSG00000026311	chr1-91923379-91923995
ENSMUSG00000027244	chr2-91114804-91115808
ENSMUSG00000005804	chr2-122628914-122629294
ENSMUSG00000017667	chr2-165542875-165544196
ENSMUSG00000015748	chr3-96160077-96162918
ENSMUSG00000028124	chr3-122492431-122494184
ENSMUSG00000036632	chr3-55086788-55087880
ENSMUSG00000026834	chr2-57900119-57901220
ENSMUSG00000026202	chr1-75676029-75677057
ENSMUSG00000086544	chr2-72978564-72981139
ENSMUSG00000027569	chr2-180176915-180178642
ENSMUSG00000001018	chr3-90432745-90434295
ENSMUSG00000002458	chr2-181519638-181521173
ENSMUSG00000041977	chr3-87565539-87566812
ENSMUSG00000078923	chr2-167777232-167778376
ENSMUSG00000037499	chr1-191540420-191541873
ENSMUSG00000027195	chr2-93785963-93786658
ENSMUSG00000050229	chr1-172057332-172059090
ENSMUSG00000027893	chr3-107985167-107987046
ENSMUSG00000026078	chr1-39062869-39065427
ENSMUSG00000036617	chr2-20216238-20217660
ENSMUSG00000051373	chr2-32182674-32183624
ENSMUSG00000004896	chr3-88245768-88246295
ENSMUSG00000013465	chr2-25242028-25243344
ENSMUSG00000026563	chr1-165934581-165935988
ENSMUSG00000034101	chr2-84893170-84893838
ENSMUSG00000027193	chr2-94262957-94266084
ENSMUSG00000027895	chr3-107411432-107414024
ENSMUSG00000103435	chr1-176994647-176995392
ENSMUSG00000028033	chr1-22266316-22267132
ENSMUSG00000032908	chr1-77823670-77825383
ENSMUSG00000051413	chr2-152947040-152947576
ENSMUSG00000026305	chr1-91037206-91038311
ENSMUSG00000038766	chr3-95280768-95283802
ENSMUSG00000105324	chr3-143594265-143596117
ENSMUSG00000026857	chr2-30502939-30505036
ENSMUSG00000005034	chr3-146107172-146108617
ENSMUSG00000037062	chr3-144718911-144720475
ENSMUSG00000074182	chr3-145267440-145268733
ENSMUSG00000040687	chr2-91134042-91136953
ENSMUSG00000098145	chr1-137898133-137899303
ENSMUSG00000027620	chr2-156400810-156402126
ENSMUSG00000039501	chr2-167280090-167281282
ENSMUSG00000040794	chr2-90823306-90824428
ENSMUSG00000048495	chr1-57773925-57776073
ENSMUSG00000026932	chr2-26407890-26409658
ENSMUSG00000033486	chr2-121358138-121359296
ENSMUSG00000068917	chr3-88647851-88650403
ENSMUSG00000027778	chr3-68589006-68589752
ENSMUSG00000070738	chr1-87934154-87935868
ENSMUSG00000026123	chr1-35387607-35388659
ENSMUSG00000039483	chr2-30725343-30726234
ENSMUSG00000013275	chr1-132199875-132201247
ENSMUSG00000017721	chr2-163968067-163969343
ENSMUSG00000042581	chr1-129179950-129181159
ENSMUSG00000034292	chr1-91037206-91038311
ENSMUSG00000027394	chr2-128466906-128468194
ENSMUSG00000010492	chr2-180822269-180823101
ENSMUSG00000027006	chr2-80593769-80595134
ENSMUSG00000027104	chr2-73566050-73567487
ENSMUSG00000048874	chr1-30755321-30756585
ENSMUSG00000057738	chr2-29647525-29648474
ENSMUSG00000070730	chr2-118733198-118734038
ENSMUSG00000002102	chr2-90904013-90905234
ENSMUSG00000027649	chr2-157943302-157944779
ENSMUSG00000026854	chr2-31087732-31090302
ENSMUSG00000027950	chr3-89348870-89350718
ENSMUSG00000074766	chr2-139649000-139650292
ENSMUSG00000039983	chr2-118638029-118638766
ENSMUSG00000055371	chr2-52872951-52874525
ENSMUSG00000026860	chr2-30013487-30014969
ENSMUSG00000090213	chr2-167631119-167632550
ENSMUSG00000027429	chr2-144550196-144551210
ENSMUSG00000039463	chr2-167496417-167497005
ENSMUSG00000086186	chr2-109903998-109904718
ENSMUSG00000028152	chr3-138783970-138784871
ENSMUSG00000028194	chr3-145923688-145925065
ENSMUSG00000026156	chr1-23845110-23846679
ENSMUSG00000026425	chr1-131095535-131096207
ENSMUSG00000058793	chr2-131827689-131829605
ENSMUSG00000074578	chr2-167143929-167145452
ENSMUSG00000015711	chr3-95686778-95688648
ENSMUSG00000048911	chr2-130734936-130735992
ENSMUSG00000027002	chr2-79982820-79984554
ENSMUSG00000104302	chr1-160194427-160195892
ENSMUSG00000039041	chr2-180069954-180071663
ENSMUSG00000055322	chr1-74098092-74099457
ENSMUSG00000034738	chr2-68971675-68972537
ENSMUSG00000091329	chr3-28611739-28613962
ENSMUSG00000039804	chr2-164563382-164564656
ENSMUSG00000037400	chr3-36065398-36066882
ENSMUSG00000040782	chr1-158638972-158642610
ENSMUSG00000026853	chr2-30670201-30672112
ENSMUSG00000014077	chr2-119188060-119190049
ENSMUSG00000026565	chr1-165763262-165764716
ENSMUSG00000027951	chr3-89319470-89320048
ENSMUSG00000043241	chr2-6405192-6405998
ENSMUSG00000026617	chr1-185438895-185439655
ENSMUSG00000027223	chr2-92430913-92431654
ENSMUSG00000060029	chr2-130351091-130352956
ENSMUSG00000053702	chr2-17538104-17540250
ENSMUSG00000028082	chr3-85520888-85521951
ENSMUSG00000004895	chr3-87946603-87948813
ENSMUSG00000038914	chr2-180170508-180172391
ENSMUSG00000005779	chr3-94837155-94838889
ENSMUSG00000046793	chr3-108307403-108308251
ENSMUSG00000097167	chr3-94886053-94887434
ENSMUSG00000075012	chr2-102145766-102147190
ENSMUSG00000037761	chr2-158241193-158242861
ENSMUSG00000027422	chr2-144330091-144332225
ENSMUSG00000016346	chr2-180878683-180880170
ENSMUSG00000048000	chr1-87573756-87575571
ENSMUSG00000013593	chr1-171410788-171413053
ENSMUSG00000044627	chr2-32186637-32188072
ENSMUSG00000034220	chr1-93063365-93065605
ENSMUSG00000051373	chr2-31784646-31785730
ENSMUSG00000074575	chr2-168392781-168394574
ENSMUSG00000068747	chr3-108432114-108434128
ENSMUSG00000040035	chr2-118975442-118977157
ENSMUSG00000032997	chr1-75457517-75459855
ENSMUSG00000027581	chr2-181155712-181157379
ENSMUSG00000045624	chr2-139561651-139563951
ENSMUSG00000034154	chr2-119720535-119721868
ENSMUSG00000028127	chr3-121932653-121933751
ENSMUSG00000027247	chr2-91285570-91286794
ENSMUSG00000074582	chr2-166151424-166152356
ENSMUSG00000016179	chr1-193447376-193448168
ENSMUSG00000027188	chr2-102057146-102058390
ENSMUSG00000026792	chr2-32822513-32823994
ENSMUSG00000039205	chr2-32574790-32576247
ENSMUSG00000070871	chr1-64531921-64533732
ENSMUSG00000039735	chr3-122273576-122274935
ENSMUSG00000045106	chr2-104367129-104368359
ENSMUSG00000026078	chr1-39441558-39442156
ENSMUSG00000026917	chr2-27474733-27476746
ENSMUSG00000027534	chr3-10684869-10687018
ENSMUSG00000062963	chr1-171293815-171295263
ENSMUSG00000037773	chr2-130039605-130040963
ENSMUSG00000026269	chr1-92933878-92935308
ENSMUSG00000025958	chr1-64640883-64641699
ENSMUSG00000039515	chr2-30502939-30505036
ENSMUSG00000059842	chr2-154389499-154391261
ENSMUSG00000001418	chr3-88509407-88510637
ENSMUSG00000016493	chr1-195040092-195040818
ENSMUSG00000033902	chr2-119674424-119675846
ENSMUSG00000058248	chr1-191574953-191576423
ENSMUSG00000027905	chr3-105210942-105212308
ENSMUSG00000086714	chr2-26236704-26237823
ENSMUSG00000027777	chr3-67974045-67975622
ENSMUSG00000039068	chr3-152494726-152496248
ENSMUSG00000062209	chr1-69440740-69441645
ENSMUSG00000059173	chr2-80187565-80189046
