ENSMUSG00000059588	chr2-84007835-84009694
ENSMUSG00000014353	chr2-129133231-129133930
ENSMUSG00000053164	chr2-37783983-37784854
ENSMUSG00000027404	chr2-130512859-130514530
ENSMUSG00000089917	chr2-181059962-181060819
ENSMUSG00000087269	chr2-30717453-30719411
ENSMUSG00000002546	chr2-32312074-32312939
ENSMUSG00000034059	chr2-84510382-84512559
ENSMUSG00000044098	chr3-103913785-103915640
ENSMUSG00000027438	chr2-148161821-148163378
ENSMUSG00000026820	chr2-32775169-32776428
ENSMUSG00000079110	chr2-120712217-120715510
ENSMUSG00000051444	chr3-37639587-37641345
ENSMUSG00000058248	chr1-191468908-191471102
ENSMUSG00000049086	chr2-25371761-25372799
ENSMUSG00000027944	chr3-90078876-90080676
ENSMUSG00000078919	chr2-167941635-167943598
ENSMUSG00000068742	chr2-91987054-91988148
ENSMUSG00000037754	chr2-158641695-158643156
ENSMUSG00000027519	chr2-173736941-173738289
ENSMUSG00000026254	chr1-87455780-87459168
ENSMUSG00000027950	chr3-89584168-89586408
ENSMUSG00000027425	chr2-144291549-144292642
ENSMUSG00000027886	chr3-108327065-108328994
ENSMUSG00000004880	chr1-181465964-181467303
ENSMUSG00000016356	chr2-180709284-180711032
ENSMUSG00000059149	chr1-132043337-132044520
ENSMUSG00000016181	chr1-193150915-193151957
ENSMUSG00000010609	chr1-180457976-180459122
ENSMUSG00000033124	chr1-75559189-75560280
ENSMUSG00000002455	chr2-181384150-181385606
ENSMUSG00000086638	chr2-157030751-157031548
ENSMUSG00000017009	chr2-164007860-164008922
ENSMUSG00000027080	chr2-84634815-84636467
ENSMUSG00000068798	chr3-105457508-105458113
ENSMUSG00000042572	chr3-89895129-89897796
ENSMUSG00000075040	chr2-91975311-91976591
ENSMUSG00000026923	chr2-25982246-25984360
ENSMUSG00000039262	chr2-32343958-32344460
ENSMUSG00000050075	chr3-59243028-59244349
ENSMUSG00000026994	chr2-65700258-65702101
ENSMUSG00000020423	chr1-133895788-133897957
ENSMUSG00000062098	chr2-138223698-138225313
ENSMUSG00000027189	chr2-102356719-102357551
ENSMUSG00000043716	chr1-15898474-15900276
ENSMUSG00000109946	chr2-27427845-27428507
ENSMUSG00000115018	chr2-25395672-25397017
ENSMUSG00000039001	chr2-180117671-180118189
ENSMUSG00000026817	chr2-32960679-32962463
ENSMUSG00000027371	chr2-127453056-127454742
ENSMUSG00000026173	chr1-74858081-74859030
ENSMUSG00000026259	chr1-87936024-87936966
ENSMUSG00000087006	chr2-93927990-93929511
ENSMUSG00000057738	chr2-30236820-30238544
ENSMUSG00000027242	chr2-121375533-121377507
ENSMUSG00000026260	chr1-92431562-92432675
ENSMUSG00000026797	chr2-32875677-32877195
ENSMUSG00000033808	chr2-120539380-120540764
ENSMUSG00000075419	chr2-30171138-30172537
ENSMUSG00000013593	chr1-170866990-170869145
ENSMUSG00000102692	chr3-83079451-83081191
ENSMUSG00000087006	chr2-93978826-93979794
ENSMUSG00000068966	chr2-33215258-33216752
ENSMUSG00000027187	chr2-103017301-103017968
ENSMUSG00000042133	chr2-69585218-69586430
ENSMUSG00000060445	chr2-178303358-178305120
ENSMUSG00000027248	chr2-121297793-121298517
ENSMUSG00000033902	chr2-119674424-119675846
ENSMUSG00000026556	chr1-172325928-172326569
ENSMUSG00000058318	chr2-91749734-91751333
ENSMUSG00000027298	chr2-119841843-119842916
ENSMUSG00000042359	chr2-75964234-75965494
ENSMUSG00000028047	chr3-89584168-89586408
ENSMUSG00000001018	chr3-90264745-90266717
ENSMUSG00000004110	chr1-155203642-155205200
ENSMUSG00000027560	chr2-170731261-170732796
ENSMUSG00000041889	chr1-135089196-135090135
ENSMUSG00000037740	chr2-130704394-130706144
ENSMUSG00000043535	chr2-29451120-29451877
ENSMUSG00000051278	chr3-127375628-127377693
ENSMUSG00000078923	chr2-167222011-167222657
ENSMUSG00000055866	chr1-90961737-90963403
ENSMUSG00000056211	chr1-128015232-128016500
ENSMUSG00000028096	chr3-96669674-96671027
ENSMUSG00000038900	chr2-33260719-33262126
ENSMUSG00000061689	chr2-156904911-156906058
ENSMUSG00000048388	chr2-83812283-83814560
ENSMUSG00000027285	chr2-120539380-120540764
ENSMUSG00000026851	chr2-30646919-30648533
ENSMUSG00000049401	chr2-180657209-180657961
ENSMUSG00000078201	chr2-24961851-24963271
ENSMUSG00000034850	chr2-127558905-127560097
ENSMUSG00000084892	chr2-29879450-29880866
ENSMUSG00000091476	chr1-177683633-177685396
ENSMUSG00000034349	chr3-68583308-68584534
ENSMUSG00000062580	chr1-134801139-134802652
ENSMUSG00000039069	chr2-180125488-180126949
ENSMUSG00000026798	chr2-29744693-29746824
ENSMUSG00000003134	chr1-39062869-39065427
ENSMUSG00000026657	chr2-4492334-4493528
ENSMUSG00000026239	chr1-86154168-86155344
ENSMUSG00000102517	chr2-4137095-4138089
ENSMUSG00000042662	chr2-152343026-152344927
ENSMUSG00000027883	chr3-108432114-108434128
ENSMUSG00000089699	chr1-3670478-3672613
ENSMUSG00000042548	chr2-152735981-152737131
ENSMUSG00000048997	chr3-108145391-108146626
ENSMUSG00000074457	chr3-90097571-90098913
ENSMUSG00000038473	chr1-170884483-170886153
ENSMUSG00000085822	chr1-146497277-146499023
ENSMUSG00000020423	chr1-134414801-134416066
ENSMUSG00000036381	chr3-58809468-58811978
ENSMUSG00000059316	chr2-29346474-29347528
ENSMUSG00000026812	chr2-28272003-28273233
ENSMUSG00000028104	chr3-96579779-96580847
ENSMUSG00000026203	chr1-75168131-75170007
ENSMUSG00000026853	chr2-30205239-30206577
ENSMUSG00000027430	chr2-144458492-144459837
ENSMUSG00000074576	chr2-168229454-168231601
ENSMUSG00000005505	chr2-91194338-91195447
ENSMUSG00000026163	chr1-83075647-83077711
ENSMUSG00000085767	chr2-25864869-25865933
ENSMUSG00000100303	chr2-75220438-75221833
ENSMUSG00000085519	chr2-73604579-73606501
ENSMUSG00000028096	chr3-96499356-96502056
ENSMUSG00000010453	chr1-36511411-36513135
ENSMUSG00000026455	chr1-134151371-134152269
ENSMUSG00000060257	chr2-151564596-151565874
ENSMUSG00000068747	chr3-108347953-108349163
ENSMUSG00000027397	chr2-129240517-129241954
ENSMUSG00000027305	chr2-119546873-119548302
ENSMUSG00000027952	chr3-89751753-89753553
ENSMUSG00000037197	chr2-11705130-11707133
ENSMUSG00000037152	chr3-51510001-51511582
ENSMUSG00000042745	chr2-153047851-153048573
ENSMUSG00000089911	chr3-116331849-116332389
ENSMUSG00000042272	chr2-77279745-77281136
ENSMUSG00000044816	chr1-65122607-65123804
ENSMUSG00000026670	chr1-170489343-170490585
ENSMUSG00000026927	chr2-26388433-26389959
ENSMUSG00000007476	chr2-30341893-30345122
ENSMUSG00000046688	chr3-127632285-127634901
ENSMUSG00000026825	chr2-32220961-32222242
ENSMUSG00000054976	chr1-80721931-80723038
ENSMUSG00000030768	chr1-182982499-182983945
ENSMUSG00000068749	chr3-108414865-108416416
ENSMUSG00000027639	chr2-156924591-156926767
ENSMUSG00000027397	chr2-129231618-129233080
ENSMUSG00000027646	chr2-157057964-157059434
ENSMUSG00000034154	chr2-118882732-118883786
ENSMUSG00000003662	chr2-127535258-127535834
ENSMUSG00000091476	chr1-177444311-177444791
ENSMUSG00000027217	chr2-92938872-92939385
ENSMUSG00000026577	chr1-164394782-164396302
ENSMUSG00000026074	chr1-39942728-39943381
ENSMUSG00000015932	chr2-143331789-143333610
ENSMUSG00000026110	chr1-37613482-37615456
ENSMUSG00000040843	chr1-165439777-165442339
ENSMUSG00000026083	chr1-38392901-38394943
ENSMUSG00000051285	chr1-7104881-7105634
ENSMUSG00000026499	chr1-180433102-180435110
ENSMUSG00000027220	chr2-93179636-93180803
ENSMUSG00000016346	chr2-181155712-181157379
ENSMUSG00000042641	chr1-154204574-154205899
ENSMUSG00000085862	chr2-49737670-49739185
ENSMUSG00000026806	chr2-28325006-28326935
ENSMUSG00000034353	chr1-91400689-91401401
ENSMUSG00000039783	chr1-175923510-175925017
ENSMUSG00000025981	chr1-54982611-54983932
ENSMUSG00000038806	chr1-180564659-180565508
ENSMUSG00000027639	chr2-156937557-156938798
ENSMUSG00000057329	chr1-106171036-106173489
ENSMUSG00000091512	chr3-137752421-137753772
ENSMUSG00000051185	chr1-95218745-95219470
ENSMUSG00000026048	chr1-43732228-43733308
ENSMUSG00000032841	chr2-102116995-102120382
ENSMUSG00000014601	chr3-107863525-107864378
ENSMUSG00000058248	chr1-192170836-192172453
ENSMUSG00000060519	chr1-156580625-156582481
ENSMUSG00000068921	chr3-88435262-88437355
ENSMUSG00000026895	chr2-36197926-36199177
ENSMUSG00000026333	chr1-97976120-97977875
ENSMUSG00000026556	chr1-172064360-172065717
ENSMUSG00000026740	chr2-18634715-18635684
ENSMUSG00000027742	chr3-52954480-52956056
ENSMUSG00000026841	chr2-31822620-31823814
ENSMUSG00000026623	chr1-191905982-191907867
ENSMUSG00000015714	chr3-95026969-95028353
ENSMUSG00000027886	chr3-108203740-108204385
ENSMUSG00000027804	chr3-79249642-79250409
ENSMUSG00000016344	chr2-180925119-180925586
ENSMUSG00000074627	chr2-156647958-156649731
ENSMUSG00000016194	chr1-193380803-193383404
ENSMUSG00000085830	chr2-25167645-25168802
ENSMUSG00000037262	chr2-9749735-9750779
ENSMUSG00000037408	chr1-36784543-36786256
ENSMUSG00000070738	chr1-87721015-87722040
ENSMUSG00000027452	chr2-150786185-150788090
ENSMUSG00000026754	chr2-38796729-38798390
ENSMUSG00000041975	chr2-70913419-70915271
ENSMUSG00000097745	chr3-152837259-152838607
ENSMUSG00000064068	chr3-89279206-89281492
ENSMUSG00000042579	chr3-89436121-89437832
ENSMUSG00000092083	chr1-15650970-15652622
ENSMUSG00000004892	chr3-88225822-88226569
ENSMUSG00000027255	chr2-90823306-90824428
ENSMUSG00000075419	chr2-30553739-30554707
ENSMUSG00000038671	chr2-180588822-180590403
ENSMUSG00000037754	chr2-158539359-158540264
ENSMUSG00000054199	chr3-88620931-88623840
ENSMUSG00000028041	chr3-89714379-89716371
ENSMUSG00000046330	chr1-72582740-72583925
ENSMUSG00000039108	chr2-180084175-180085395
ENSMUSG00000026313	chr1-92142300-92143991
ENSMUSG00000027939	chr3-90117828-90118910
ENSMUSG00000017969	chr2-166636629-166637768
ENSMUSG00000049300	chr3-110338793-110340306
ENSMUSG00000028005	chr3-82369032-82370874
ENSMUSG00000026234	chr1-86339042-86339987
ENSMUSG00000070871	chr1-64716545-64718133
ENSMUSG00000040687	chr2-90846576-90848128
ENSMUSG00000027405	chr2-129873400-129875107
ENSMUSG00000037730	chr3-31109009-31109558
ENSMUSG00000104960	chr3-122983658-122985148
ENSMUSG00000026110	chr1-37709487-37710811
ENSMUSG00000001016	chr3-90213187-90214399
ENSMUSG00000068856	chr3-95855304-95856451
ENSMUSG00000002550	chr2-31814467-31815815
ENSMUSG00000097316	chr1-191468908-191471102
ENSMUSG00000025958	chr1-64222609-64224740
ENSMUSG00000004032	chr3-107462122-107462482
ENSMUSG00000027895	chr3-107038554-107039679
ENSMUSG00000060671	chr3-89695992-89697133
ENSMUSG00000026883	chr2-35845355-35846512
ENSMUSG00000026924	chr2-26300055-26301146
ENSMUSG00000026102	chr1-52499094-52501014
ENSMUSG00000047617	chr2-25271647-25273086
ENSMUSG00000044042	chr2-113104237-113105457
ENSMUSG00000075316	chr2-66579183-66581336
ENSMUSG00000037514	chr2-131178952-131180579
ENSMUSG00000074923	chr2-118695503-118696623
ENSMUSG00000000826	chr2-181159118-181160305
ENSMUSG00000060743	chr1-180420626-180422889
ENSMUSG00000025968	chr1-62901171-62902560
ENSMUSG00000027375	chr2-127933150-127934082
ENSMUSG00000041355	chr3-87986750-87988430
ENSMUSG00000086968	chr3-107446656-107447344
ENSMUSG00000033377	chr3-117152615-117154399
ENSMUSG00000087269	chr2-30692033-30694040
ENSMUSG00000033285	chr3-100161799-100163130
ENSMUSG00000059743	chr3-89281908-89282380
ENSMUSG00000015337	chr2-29747065-29747802
ENSMUSG00000026204	chr1-75342759-75343304
ENSMUSG00000034066	chr1-93824371-93826775
ENSMUSG00000102930	chr1-36546447-36547830
ENSMUSG00000014873	chr2-27211561-27213140
ENSMUSG00000059842	chr2-154435890-154437243
ENSMUSG00000027566	chr2-180041677-180043467
ENSMUSG00000068747	chr3-108443976-108445839
ENSMUSG00000026273	chr1-93030974-93032778
ENSMUSG00000027201	chr2-125054733-125056287
ENSMUSG00000026959	chr2-25557179-25558592
ENSMUSG00000027650	chr2-158347700-158348334
ENSMUSG00000027883	chr3-108771966-108773065
ENSMUSG00000040865	chr1-62789786-62791021
ENSMUSG00000042579	chr3-89269598-89271283
ENSMUSG00000035268	chr2-163786874-163789063
ENSMUSG00000028057	chr3-88245768-88246295
ENSMUSG00000090210	chr3-96268116-96270363
ENSMUSG00000037643	chr3-30595063-30595929
ENSMUSG00000027242	chr2-121297793-121298517
ENSMUSG00000026966	chr2-25364698-25365981
ENSMUSG00000039735	chr3-122506230-122507177
ENSMUSG00000028106	chr3-95855304-95856451
ENSMUSG00000025982	chr1-54925503-54926865
ENSMUSG00000026239	chr1-86486966-86488338
ENSMUSG00000027612	chr2-155628923-155629813
ENSMUSG00000027778	chr3-68572100-68572941
ENSMUSG00000028059	chr3-88225822-88226569
ENSMUSG00000000876	chr2-154243224-154243950
ENSMUSG00000026127	chr1-34891370-34892337
ENSMUSG00000053398	chr3-98279503-98281508
ENSMUSG00000015961	chr1-177126115-177127352
ENSMUSG00000039849	chr2-164832464-164834834
ENSMUSG00000067851	chr1-9908006-9909552
ENSMUSG00000074807	chr2-128745681-128747916
ENSMUSG00000074749	chr2-146414305-146415351
ENSMUSG00000026667	chr1-170186266-170187659
ENSMUSG00000039849	chr2-165068755-165069323
ENSMUSG00000042197	chr1-33531230-33532297
ENSMUSG00000018417	chr1-52163706-52164656
ENSMUSG00000026858	chr2-30606455-30607434
ENSMUSG00000074994	chr2-104207902-104208927
ENSMUSG00000015095	chr2-25862600-25864662
ENSMUSG00000039157	chr2-32741055-32743351
ENSMUSG00000079110	chr2-120043906-120044695
ENSMUSG00000015747	chr3-95994484-95996429
ENSMUSG00000060703	chr2-59828227-59830653
ENSMUSG00000027347	chr2-117240338-117241948
ENSMUSG00000104283	chr3-33440318-33441314
ENSMUSG00000027680	chr3-33843631-33844978
ENSMUSG00000041355	chr3-88647851-88650403
ENSMUSG00000026526	chr1-175441853-175443270
ENSMUSG00000059173	chr2-79697767-79699117
ENSMUSG00000046793	chr3-108083961-108086825
ENSMUSG00000027778	chr3-68589006-68589752
ENSMUSG00000000823	chr2-180909965-180911984
ENSMUSG00000040591	chr2-91283982-91285545
ENSMUSG00000027076	chr2-84797787-84799883
ENSMUSG00000041762	chr2-73019263-73020798
ENSMUSG00000002728	chr2-145884377-145885641
ENSMUSG00000027195	chr2-94245130-94245987
ENSMUSG00000042207	chr1-134645923-134647385
ENSMUSG00000086453	chr2-164563382-164564656
ENSMUSG00000048997	chr3-107757527-107760867
ENSMUSG00000032966	chr2-151574478-151576679
ENSMUSG00000026199	chr1-75179331-75180778
ENSMUSG00000027963	chr3-116080036-116081193
ENSMUSG00000027306	chr2-118995049-118997134
ENSMUSG00000026204	chr1-75561587-75562593
ENSMUSG00000014959	chr2-70704323-70705348
ENSMUSG00000057378	chr2-112822337-112823854
ENSMUSG00000025967	chr1-63264752-63266541
ENSMUSG00000026135	chr1-74284128-74285788
ENSMUSG00000000247	chr2-37963122-37965268
ENSMUSG00000028034	chr3-152209316-152211406
ENSMUSG00000027808	chr3-58122256-58123338
ENSMUSG00000039678	chr2-29975785-29977889
ENSMUSG00000018417	chr1-51477357-51479121
ENSMUSG00000026966	chr2-25607438-25609014
ENSMUSG00000027217	chr2-93110702-93111888
ENSMUSG00000027937	chr3-90508163-90510042
ENSMUSG00000039826	chr2-29395430-29397190
ENSMUSG00000041757	chr1-133209173-133211196
ENSMUSG00000043535	chr2-28839619-28841104
ENSMUSG00000078578	chr3-135290204-135290826
ENSMUSG00000026959	chr2-25580615-25583426
ENSMUSG00000042182	chr1-33742632-33743325
ENSMUSG00000027829	chr3-65884219-65885303
ENSMUSG00000061411	chr2-153014771-153016209
ENSMUSG00000027575	chr2-180578647-180579113
ENSMUSG00000005510	chr2-90974625-90976146
ENSMUSG00000038463	chr1-170214440-170215784
ENSMUSG00000105552	chr3-89458564-89460000
ENSMUSG00000040479	chr2-91324379-91325385
ENSMUSG00000033486	chr2-121354466-121355733
ENSMUSG00000042404	chr3-90231136-90232436
ENSMUSG00000033569	chr1-25489469-25491067
ENSMUSG00000037152	chr3-51408072-51409456
ENSMUSG00000015829	chr1-159818994-159820189
ENSMUSG00000027634	chr2-157203704-157205415
ENSMUSG00000006494	chr2-71278888-71279846
ENSMUSG00000026576	chr1-164461605-164462268
ENSMUSG00000047557	chr3-67567998-67568719
ENSMUSG00000068747	chr3-108195864-108198031
ENSMUSG00000058793	chr2-132252474-132253636
ENSMUSG00000025907	chr1-6482942-6484223
ENSMUSG00000038633	chr1-182302154-182303246
ENSMUSG00000026816	chr2-28187921-28189086
ENSMUSG00000027076	chr2-84886288-84887404
ENSMUSG00000032649	chr1-152088701-152091459
ENSMUSG00000026664	chr2-5019432-5020290
ENSMUSG00000025933	chr1-20951004-20952550
ENSMUSG00000040865	chr1-62702850-62703888
ENSMUSG00000032908	chr1-78536723-78538117
ENSMUSG00000063659	chr1-177013961-177015741
ENSMUSG00000028114	chr3-122929539-122930564
ENSMUSG00000033813	chr1-5017922-5020482
ENSMUSG00000038705	chr2-181075105-181076321
ENSMUSG00000033364	chr1-74850090-74850836
ENSMUSG00000048388	chr2-83940821-83942122
ENSMUSG00000041084	chr3-130059767-130061871
ENSMUSG00000026623	chr1-191611452-191612759
ENSMUSG00000026202	chr1-75191293-75192819
ENSMUSG00000016493	chr1-195038113-195038898
ENSMUSG00000053963	chr1-180427479-180429000
ENSMUSG00000100666	chr3-57976191-57977206
ENSMUSG00000058318	chr2-91949471-91951083
ENSMUSG00000004892	chr3-87562328-87562940
ENSMUSG00000039058	chr3-152265283-152266385
ENSMUSG00000000827	chr2-180786698-180788749
ENSMUSG00000026869	chr2-34777606-34780230
ENSMUSG00000037408	chr1-36633618-36635396
ENSMUSG00000027305	chr2-119322299-119323090
ENSMUSG00000050064	chr3-98223806-98224795
ENSMUSG00000037531	chr3-32615964-32617575
ENSMUSG00000028060	chr3-88335607-88337026
ENSMUSG00000046994	chr1-54905716-54907606
ENSMUSG00000004085	chr2-72238664-72239481
ENSMUSG00000086968	chr3-107630610-107632328
ENSMUSG00000005034	chr3-146783392-146784575
ENSMUSG00000026473	chr1-153702810-153704603
ENSMUSG00000050447	chr2-49726495-49728036
ENSMUSG00000026305	chr1-91397845-91399371
ENSMUSG00000027487	chr2-154707728-154708528
ENSMUSG00000027342	chr2-131698131-131699257
ENSMUSG00000046793	chr3-108164562-108167372
ENSMUSG00000026107	chr1-51627853-51628792
ENSMUSG00000090071	chr1-75247165-75248646
ENSMUSG00000068922	chr3-88761478-88762846
ENSMUSG00000033257	chr1-74397095-74398472
ENSMUSG00000005881	chr2-156298014-156299230
ENSMUSG00000106093	chr3-105466249-105468128
ENSMUSG00000015714	chr3-95024396-95025614
ENSMUSG00000026088	chr1-37725731-37728552
ENSMUSG00000026179	chr1-74032822-74033834
ENSMUSG00000052406	chr2-26910001-26911461
ENSMUSG00000003134	chr1-39922683-39923980
ENSMUSG00000051373	chr2-31653773-31655529
ENSMUSG00000027223	chr2-91987054-91988148
ENSMUSG00000097365	chr3-9693240-9694885
ENSMUSG00000026553	chr1-172271075-172272511
ENSMUSG00000068798	chr3-105608679-105609493
ENSMUSG00000063273	chr3-51778260-51779804
ENSMUSG00000027774	chr3-67582208-67583448
ENSMUSG00000028069	chr3-87659828-87660951
ENSMUSG00000042572	chr3-89182639-89184645
ENSMUSG00000074749	chr2-147012363-147013889
ENSMUSG00000046836	chr1-182813357-182814433
ENSMUSG00000000001	chr3-107895300-107896741
ENSMUSG00000038628	chr2-181149985-181151035
ENSMUSG00000033502	chr3-116529524-116531377
ENSMUSG00000042035	chr3-101294710-101295915
ENSMUSG00000086186	chr2-109903998-109904718
ENSMUSG00000001768	chr2-145831919-145833645
ENSMUSG00000027406	chr2-130361567-130363089
ENSMUSG00000085397	chr2-32837947-32839846
ENSMUSG00000042814	chr2-152693082-152693914
ENSMUSG00000041757	chr1-133306584-133307660
ENSMUSG00000027778	chr3-68583308-68584534
ENSMUSG00000027620	chr2-156490031-156490987
ENSMUSG00000017999	chr2-166544424-166545447
ENSMUSG00000026457	chr1-134243722-134245659
ENSMUSG00000015747	chr3-95754338-95755255
ENSMUSG00000001419	chr3-87935483-87936555
ENSMUSG00000104597	chr3-157533681-157535234
ENSMUSG00000026478	chr1-153665067-153665910
ENSMUSG00000040339	chr3-108780905-108782155
ENSMUSG00000039356	chr2-31469563-31471063
ENSMUSG00000062646	chr2-120153761-120155095
ENSMUSG00000028041	chr3-89688393-89689497
ENSMUSG00000026062	chr1-40613024-40614133
ENSMUSG00000090093	chr2-174857891-174860058
ENSMUSG00000051379	chr2-140293447-140294792
ENSMUSG00000039515	chr2-30469668-30470900
ENSMUSG00000041642	chr1-135566678-135567050
ENSMUSG00000026641	chr1-171630822-171631993
ENSMUSG00000038900	chr2-32828976-32830515
ENSMUSG00000052033	chr2-169960948-169963030
ENSMUSG00000039205	chr2-32450367-32452763
ENSMUSG00000042901	chr1-183388362-183389651
ENSMUSG00000027305	chr2-119814364-119815436
ENSMUSG00000027883	chr3-108910377-108912361
ENSMUSG00000027684	chr3-30601854-30603051
ENSMUSG00000026568	chr1-165113696-165115445
ENSMUSG00000044667	chr3-117265584-117266579
ENSMUSG00000074575	chr2-168440547-168441735
ENSMUSG00000042670	chr2-106215679-106217055
ENSMUSG00000027306	chr2-119287857-119289423
ENSMUSG00000053702	chr2-17837461-17840106
ENSMUSG00000038085	chr2-156323440-156325205
ENSMUSG00000026797	chr2-32908266-32909175
ENSMUSG00000027305	chr2-119841843-119842916
ENSMUSG00000039046	chr2-6405192-6405998
ENSMUSG00000068856	chr3-96268116-96270363
ENSMUSG00000026430	chr1-130997967-130999242
ENSMUSG00000033061	chr1-75477256-75478361
ENSMUSG00000038712	chr3-95159755-95161773
ENSMUSG00000098051	chr2-180431822-180434237
ENSMUSG00000026600	chr1-156056952-156058131
ENSMUSG00000068739	chr3-108839620-108841027
ENSMUSG00000016526	chr1-131548070-131549289
ENSMUSG00000033124	chr1-75253918-75255288
ENSMUSG00000028107	chr3-95667454-95669556
ENSMUSG00000038550	chr3-95994484-95996429
ENSMUSG00000015711	chr3-95493722-95495347
ENSMUSG00000020423	chr1-134205235-134206360
ENSMUSG00000036327	chr2-26324566-26326318
ENSMUSG00000001416	chr3-87929739-87930934
ENSMUSG00000035399	chr2-163339145-163340876
ENSMUSG00000015337	chr2-29619254-29620771
ENSMUSG00000028354	chr1-174597925-174599057
ENSMUSG00000027566	chr2-179795024-179795934
ENSMUSG00000027342	chr2-131945289-131946326
ENSMUSG00000058897	chr3-129953935-129955673
ENSMUSG00000058729	chr1-180330303-180333340
ENSMUSG00000074576	chr2-167788910-167790500
ENSMUSG00000097911	chr3-133613888-133615880
ENSMUSG00000052544	chr3-153658275-153658927
ENSMUSG00000027242	chr2-121222805-121224146
ENSMUSG00000087549	chr2-31373994-31375014
ENSMUSG00000026566	chr1-165558469-165559768
ENSMUSG00000003464	chr1-172357180-172358180
ENSMUSG00000038740	chr2-33318321-33319217
ENSMUSG00000028101	chr3-96869907-96871697
ENSMUSG00000085704	chr2-179237741-179239032
ENSMUSG00000026743	chr2-18217520-18218884
ENSMUSG00000025782	chr2-10079628-10081119
ENSMUSG00000051177	chr2-134895800-134896734
ENSMUSG00000079283	chr1-138983068-138984698
ENSMUSG00000051747	chr2-76647238-76648937
ENSMUSG00000027534	chr3-10398393-10399337
ENSMUSG00000027349	chr2-117307891-117308561
ENSMUSG00000027187	chr2-103667923-103669802
ENSMUSG00000026283	chr1-93477869-93479803
ENSMUSG00000049690	chr1-126656116-126657014
ENSMUSG00000033813	chr1-4857130-4858782
ENSMUSG00000038205	chr3-97657531-97659244
ENSMUSG00000033439	chr3-116326480-116327845
ENSMUSG00000028041	chr3-89176785-89178376
ENSMUSG00000001855	chr2-32063635-32066456
ENSMUSG00000026553	chr1-172323754-172325216
ENSMUSG00000085845	chr2-77318925-77319783
ENSMUSG00000028047	chr3-88771632-88772193
ENSMUSG00000074872	chr2-124928027-124929064
ENSMUSG00000059316	chr2-29868875-29870604
ENSMUSG00000027784	chr3-69721619-69723197
ENSMUSG00000039262	chr2-32200687-32201945
ENSMUSG00000002103	chr2-90559798-90561436
ENSMUSG00000068479	chr2-121288538-121290398
ENSMUSG00000097760	chr1-132758514-132759993
ENSMUSG00000008475	chr1-152524059-152525754
ENSMUSG00000038900	chr2-32875677-32877195
ENSMUSG00000028047	chr3-89510612-89511925
ENSMUSG00000027881	chr3-108363379-108365163
ENSMUSG00000034009	chr3-79177317-79180402
ENSMUSG00000026383	chr1-119420965-119422477
ENSMUSG00000027668	chr3-32697761-32698886
ENSMUSG00000026229	chr1-86213271-86214767
